true_signal,true_background,signal,time
35.823,16.632,52.455,14.536
35.955,16.629,52.584,14.544
36.086,16.627,52.712999999999994,14.552
36.214,16.625,52.839,14.56
36.341,16.623,52.964,14.568
36.465,16.62,53.08500000000001,14.576
36.588,16.618,53.206,14.584
36.709,16.616,53.325,14.592
36.828,16.613,53.441,14.6
36.944,16.611,53.55500000000001,14.608
37.059,16.609,53.668,14.616
37.172,16.606,53.778,14.624
37.283,16.604,53.887,14.632
37.392,16.602,53.994,14.64
37.498,16.599,54.096999999999994,14.648
37.603,16.597,54.2,14.656
37.705,16.595,54.3,14.664
37.806,16.592,54.397999999999996,14.672
37.904,16.59,54.494,14.68
38.0,16.588,54.588,14.688
38.094,16.585,54.679,14.696
38.185,16.583,54.768,14.704
38.275,16.581,54.855999999999995,14.712
38.362,16.579,54.941,14.72
38.446,16.576,55.022,14.728
38.529,16.574,55.10300000000001,14.736
38.609,16.572,55.181,14.744
38.687,16.569,55.256,14.752
38.763,16.567,55.33,14.76
38.836,16.565,55.400999999999996,14.768
38.907,16.562,55.468999999999994,14.776
38.976,16.56,55.536,14.784
39.042,16.558,55.6,14.792
39.106,16.555,55.661,14.8
39.167,16.553,55.72,14.808
39.226,16.551,55.777,14.816
39.283,16.548,55.831,14.824
39.337,16.546,55.883,14.832
39.388,16.544,55.932,14.84
39.438,16.541,55.979,14.848
39.484,16.539,56.023,14.856
39.529,16.537,56.066,14.864
39.571,16.534,56.105,14.872
39.61,16.532,56.141999999999996,14.88
39.647,16.53,56.177,14.888
39.681,16.527,56.208,14.896
39.713,16.525,56.238,14.904
39.742,16.523,56.265,14.912
39.769,16.52,56.289,14.92
39.793,16.518,56.311,14.928
39.815,16.516,56.330999999999996,14.936
39.834,16.513,56.34700000000001,14.944
39.851,16.511,56.361999999999995,14.952
39.865,16.509,56.374,14.96
39.876,16.506,56.382,14.968
39.885,16.504,56.388999999999996,14.976
39.892,16.502,56.394000000000005,14.984
39.896,16.499,56.394999999999996,14.992
39.897,16.497,56.394,15.0
39.896,16.495,56.391000000000005,15.008000000000001
39.892,16.492,56.384,15.016
39.886,16.49,56.376000000000005,15.024000000000001
39.877,16.488,56.365,15.032
39.866,16.485,56.351,15.040000000000001
39.852,16.483,56.334999999999994,15.048
39.835,16.48,56.315,15.056000000000001
39.816,16.478,56.294000000000004,15.064
39.795,16.476,56.271,15.072000000000001
39.771,16.473,56.244,15.08
39.744,16.471,56.215,15.088000000000001
39.715,16.469,56.184000000000005,15.096
39.683,16.466,56.149,15.104000000000001
39.649,16.464,56.113,15.112
39.613,16.462,56.075,15.120000000000001
39.573,16.459,56.032,15.128
39.532,16.457,55.989,15.136000000000001
39.488,16.455,55.943,15.144
39.441,16.452,55.893,15.152000000000001
39.392,16.45,55.842,15.16
39.341,16.448,55.789,15.168000000000001
39.287,16.445,55.732,15.176
39.23,16.443,55.673,15.184000000000001
39.172,16.44,55.611999999999995,15.192
39.11,16.438,55.548,15.200000000000001
39.047,16.436,55.483,15.208
38.981,16.433,55.414,15.216000000000001
38.912,16.431,55.343,15.224
38.842,16.429,55.271,15.232000000000001
38.769,16.426,55.19499999999999,15.24
38.693,16.424,55.117,15.248000000000001
38.616,16.422,55.038,15.256
38.536,16.419,54.955,15.264000000000001
38.453,16.417,54.870000000000005,15.272
38.369,16.414,54.783,15.280000000000001
38.282,16.412,54.693999999999996,15.288
38.193,16.41,54.602999999999994,15.296000000000001
38.102,16.407,54.509,15.304
38.008,16.405,54.413000000000004,15.312000000000001
37.912,16.403,54.315,15.32
37.814,16.4,54.214,15.328000000000001
37.714,16.398,54.111999999999995,15.336
37.612,16.396,54.008,15.344000000000001
37.508,16.393,53.901,15.352
37.402,16.391,53.793,15.36
37.293,16.388,53.681,15.368
37.183,16.386,53.569,15.376
37.07,16.384,53.454,15.384
36.956,16.381,53.337,15.392
36.839,16.379,53.218,15.4
36.721,16.377,53.098,15.408
36.6,16.374,52.974000000000004,15.416
36.478,16.372,52.85,15.424
36.354,16.369,52.723,15.432
36.228,16.367,52.595,15.44
36.099,16.365,52.464,15.448
35.97,16.362,52.331999999999994,15.456
35.838,16.36,52.198,15.464
35.705,16.358,52.063,15.472
35.569,16.355,51.92400000000001,15.48
35.432,16.353,51.785000000000004,15.488
35.294,16.35,51.644,15.496
35.153,16.348,51.501,15.504
35.011,16.346,51.357,15.512
34.868,16.343,51.211,15.52
34.722,16.341,51.063,15.528
34.575,16.338,50.913000000000004,15.536
34.427,16.336,50.763,15.544
34.277,16.334,50.611000000000004,15.552
34.126,16.331,50.456999999999994,15.56
33.973,16.329,50.302,15.568
33.818,16.326,50.144,15.576
33.662,16.324,49.986000000000004,15.584
33.505,16.322,49.827,15.592
33.346,16.319,49.66499999999999,15.6
33.186,16.317,49.503,15.608
33.025,16.315,49.34,15.616
32.862,16.312,49.17400000000001,15.624
32.698,16.31,49.007999999999996,15.632
32.533,16.307,48.84,15.64
32.367,16.305,48.672,15.648
32.2,16.303,48.503,15.656
32.031,16.3,48.331,15.664
31.861,16.298,48.159,15.672
31.69,16.295,47.985,15.68
31.518,16.293,47.811,15.688
31.345,16.291,47.635999999999996,15.696
31.171,16.288,47.459,15.704
30.996,16.286,47.282,15.712
30.82,16.283,47.103,15.72
30.643,16.281,46.924,15.728
30.465,16.279,46.744,15.736
30.287,16.276,46.563,15.744
30.107,16.274,46.381,15.752
29.927,16.271,46.198,15.76
29.746,16.269,46.015,15.768
29.564,16.267,45.831,15.776
29.381,16.264,45.644999999999996,15.784
29.198,16.262,45.46,15.792
29.014,16.259,45.272999999999996,15.8
28.829,16.257,45.086,15.808
28.644,16.255,44.899,15.816
28.458,16.252,44.709999999999994,15.824
28.272,16.25,44.522,15.832
28.085,16.247,44.332,15.84
27.898,16.245,44.143,15.848
27.71,16.242,43.952,15.856
27.522,16.24,43.762,15.864
27.333,16.238,43.571,15.872
27.144,16.235,43.379,15.88
26.954,16.233,43.187,15.888
26.764,16.23,42.994,15.896
26.574,16.228,42.80200000000001,15.904
26.384,16.226,42.61,15.912
26.193,16.223,42.416,15.92
26.002,16.221,42.223,15.928
25.811,16.218,42.028999999999996,15.936
25.62,16.216,41.836,15.944
25.429,16.213,41.641999999999996,15.952
25.237,16.211,41.44799999999999,15.96
25.046,16.209,41.254999999999995,15.968
24.854,16.206,41.06,15.976
24.662,16.204,40.866,15.984
24.471,16.201,40.672,15.992
24.279,16.199,40.478,16.0
24.087,16.197,40.284,16.008
23.896,16.194,40.09,16.016000000000002
23.704,16.192,39.896,16.024
23.513,16.189,39.702,16.032
23.322,16.187,39.509,16.04
23.131,16.184,39.315,16.048000000000002
22.94,16.182,39.122,16.056
22.749,16.18,38.929,16.064
22.559,16.177,38.736000000000004,16.072
22.368,16.175,38.543,16.080000000000002
22.179,16.172,38.351,16.088
21.989,16.17,38.159000000000006,16.096
21.8,16.167,37.967,16.104
21.611,16.165,37.775999999999996,16.112000000000002
21.422,16.163,37.585,16.12
21.234,16.16,37.394000000000005,16.128
21.047,16.158,37.205,16.136
20.859,16.155,37.014,16.144000000000002
20.673,16.153,36.82599999999999,16.152
20.486,16.15,36.635999999999996,16.16
20.301,16.148,36.449,16.168
20.115,16.145,36.26,16.176000000000002
19.931,16.143,36.074,16.184
19.746,16.141,35.887,16.192
19.563,16.138,35.701,16.2
19.38,16.136,35.516,16.208000000000002
19.198,16.133,35.331,16.216
19.016,16.131,35.147,16.224
18.835,16.128,34.963,16.232
18.655,16.126,34.781000000000006,16.240000000000002
18.475,16.123,34.598,16.248
18.296,16.121,34.417,16.256
18.118,16.119,34.236999999999995,16.264
17.941,16.116,34.057,16.272000000000002
17.764,16.114,33.878,16.28
17.588,16.111,33.699,16.288
17.413,16.109,33.522000000000006,16.296
17.239,16.106,33.345,16.304000000000002
17.066,16.104,33.17,16.312
16.893,16.101,32.994,16.32
16.722,16.099,32.821,16.328
16.551,16.097,32.647999999999996,16.336000000000002
16.381,16.094,32.475,16.344
16.212,16.092,32.304,16.352
16.044,16.089,32.132999999999996,16.36
15.877,16.087,31.964,16.368000000000002
15.711,16.084,31.795,16.376
15.546,16.082,31.628,16.384
15.382,16.079,31.461,16.392
15.219,16.077,31.296,16.4
15.056,16.074,31.130000000000003,16.408
14.895,16.072,30.967,16.416
14.735,16.07,30.805,16.424
14.576,16.067,30.643,16.432
14.418,16.065,30.483,16.44
14.262,16.062,30.324,16.448
14.106,16.06,30.165999999999997,16.456
13.951,16.057,30.008,16.464
13.797,16.055,29.852,16.472
13.645,16.052,29.697,16.48
13.494,16.05,29.544,16.488
13.343,16.047,29.39,16.496
13.194,16.045,29.239000000000004,16.504
13.046,16.043,29.089,16.512
12.9,16.04,28.939999999999998,16.52
12.754,16.038,28.792,16.528
12.61,16.035,28.645,16.536
12.466,16.033,28.499000000000002,16.544
12.324,16.03,28.354,16.552
12.183,16.028,28.211,16.56
12.044,16.025,28.069,16.568
11.905,16.023,27.927999999999997,16.576
11.768,16.02,27.788,16.584
11.632,16.018,27.65,16.592
11.497,16.015,27.512,16.6
11.364,16.013,27.377000000000002,16.608
11.231,16.01,27.241,16.616
11.1,16.008,27.107999999999997,16.624
10.971,16.005,26.976,16.632
10.842,16.003,26.845,16.64
10.715,16.001,26.716,16.648
10.589,15.998,26.587,16.656
10.464,15.996,26.46,16.664
10.341,15.993,26.334,16.672
10.219,15.991,26.21,16.68
10.098,15.988,26.086,16.688
9.978,15.986,25.964,16.696
9.86,15.983,25.843,16.704
9.743,15.981,25.724,16.712
9.627,15.978,25.605,16.72
9.513,15.976,25.489,16.728
9.399,15.973,25.372,16.736
9.288,15.971,25.259,16.744
9.177,15.968,25.145,16.752
9.068,15.966,25.034,16.76
8.96,15.963,24.923000000000002,16.768
8.853,15.961,24.814,16.776
8.748,15.958,24.706,16.784
8.644,15.956,24.6,16.792
8.541,15.953,24.494,16.8
8.44,15.951,24.391,16.808
8.34,15.948,24.288,16.816
8.241,15.946,24.186999999999998,16.824
8.144,15.943,24.087,16.832
8.047,15.941,23.988,16.84
7.952,15.938,23.89,16.848
7.859,15.936,23.795,16.856
7.767,15.933,23.7,16.864
7.676,15.931,23.607,16.872
7.586,15.928,23.514000000000003,16.88
7.498,15.926,23.424,16.888
7.411,15.923,23.334,16.896
7.325,15.921,23.246,16.904
7.241,15.918,23.159,16.912
7.157,15.916,23.073,16.92
7.075,15.913,22.988,16.928
6.995,15.911,22.906,16.936
6.916,15.908,22.823999999999998,16.944
6.838,15.906,22.744,16.952
6.761,15.903,22.664,16.96
6.685,15.901,22.586,16.968
6.611,15.898,22.509,16.976
6.538,15.896,22.434,16.984
6.467,15.893,22.36,16.992
6.396,15.891,22.287,17.0
6.327,15.888,22.215,17.008
6.259,15.886,22.145,17.016000000000002
6.193,15.883,22.076,17.024
6.128,15.881,22.009,17.032
6.063,15.878,21.941,17.04
6.001,15.876,21.877,17.048000000000002
5.939,15.873,21.811999999999998,17.056
5.879,15.871,21.75,17.064
5.82,15.868,21.688000000000002,17.072
5.762,15.866,21.628,17.080000000000002
5.705,15.863,21.567999999999998,17.088
5.649,15.861,21.51,17.096
5.595,15.858,21.453,17.104
5.542,15.856,21.398,17.112000000000002
5.49,15.853,21.343,17.12
5.44,15.851,21.291,17.128
5.39,15.848,21.238,17.136
5.342,15.846,21.188,17.144000000000002
5.295,15.843,21.137999999999998,17.152
5.249,15.841,21.09,17.16
5.204,15.838,21.041999999999998,17.168
5.161,15.836,20.997,17.176000000000002
5.118,15.833,20.951,17.184
5.077,15.831,20.908,17.192
5.037,15.828,20.865,17.2
4.998,15.826,20.824,17.208000000000002
4.96,15.823,20.783,17.216
4.924,15.821,20.745,17.224
4.888,15.818,20.706,17.232
4.854,15.816,20.67,17.240000000000002
4.821,15.813,20.634,17.248
4.788,15.811,20.599,17.256
4.757,15.808,20.564999999999998,17.264
4.727,15.806,20.533,17.272000000000002
4.699,15.803,20.502000000000002,17.28
4.671,15.8,20.471,17.288
4.644,15.798,20.442,17.296
4.619,15.795,20.414,17.304000000000002
4.594,15.793,20.387,17.312
4.571,15.79,20.360999999999997,17.32
4.548,15.788,20.336,17.328
4.527,15.785,20.312,17.336000000000002
4.507,15.783,20.29,17.344
4.487,15.78,20.267,17.352
4.469,15.778,20.247,17.36
4.452,15.775,20.227,17.368000000000002
4.436,15.773,20.209,17.376
4.421,15.77,20.191,17.384
4.407,15.768,20.175,17.392
4.394,15.765,20.159,17.400000000000002
4.381,15.762,20.143,17.408
4.37,15.76,20.13,17.416
4.36,15.757,20.117,17.424
4.351,15.755,20.106,17.432
4.343,15.752,20.095,17.44
4.336,15.75,20.086,17.448
4.33,15.747,20.076999999999998,17.456
4.324,15.745,20.069,17.464
4.32,15.742,20.062,17.472
4.317,15.74,20.057000000000002,17.48
4.314,15.737,20.051000000000002,17.488
4.313,15.735,20.048,17.496
4.312,15.732,20.044,17.504
4.312,15.729,20.041,17.512
4.314,15.727,20.041,17.52
4.316,15.724,20.04,17.528
4.319,15.722,20.041,17.536
4.323,15.719,20.042,17.544
4.328,15.717,20.045,17.552
4.333,15.714,20.047,17.56
4.34,15.712,20.052,17.568
4.347,15.709,20.056,17.576
4.356,15.707,20.063000000000002,17.584
4.365,15.704,20.069000000000003,17.592
4.375,15.701,20.076,17.6
4.386,15.699,20.085,17.608
4.397,15.696,20.093,17.616
4.41,15.694,20.104,17.624
4.423,15.691,20.114,17.632
4.437,15.689,20.126,17.64
4.452,15.686,20.137999999999998,17.648
4.468,15.684,20.152,17.656
4.485,15.681,20.166,17.664
4.502,15.678,20.18,17.672
4.52,15.676,20.195999999999998,17.68
4.539,15.673,20.212,17.688
4.559,15.671,20.23,17.696
4.58,15.668,20.247999999999998,17.704
4.601,15.666,20.267,17.712
4.623,15.663,20.286,17.72
4.646,15.661,20.307,17.728
4.669,15.658,20.326999999999998,17.736
4.693,15.655,20.348,17.744
4.718,15.653,20.371000000000002,17.752
4.744,15.65,20.394,17.76
4.77,15.648,20.418,17.768
4.797,15.645,20.442,17.776
4.825,15.643,20.468,17.784
4.854,15.64,20.494,17.792
4.883,15.637,20.52,17.8
4.913,15.635,20.548000000000002,17.808
4.944,15.632,20.576,17.816
4.975,15.63,20.605,17.824
5.007,15.627,20.634,17.832
5.039,15.625,20.664,17.84
5.073,15.622,20.695,17.848
5.106,15.62,20.726,17.856
5.141,15.617,20.758000000000003,17.864
5.176,15.614,20.79,17.872
5.212,15.612,20.823999999999998,17.88
5.248,15.609,20.857,17.888
5.285,15.607,20.892,17.896
5.323,15.604,20.927,17.904
5.361,15.601,20.962,17.912
5.4,15.599,20.999000000000002,17.92
5.44,15.596,21.036,17.928
5.48,15.594,21.073999999999998,17.936
5.52,15.591,21.110999999999997,17.944
5.562,15.589,21.151,17.952
5.603,15.586,21.189,17.96
5.646,15.583,21.229,17.968
5.689,15.581,21.27,17.976
5.732,15.578,21.31,17.984
5.776,15.576,21.352,17.992
5.82,15.573,21.393,18.0
5.865,15.571,21.436,18.008
5.911,15.568,21.479,18.016000000000002
5.957,15.565,21.522,18.024
6.004,15.563,21.567,18.032
6.051,15.56,21.611,18.04
6.098,15.558,21.656,18.048000000000002
6.146,15.555,21.701,18.056
6.195,15.552,21.747,18.064
6.244,15.55,21.794,18.072
6.293,15.547,21.84,18.080000000000002
6.343,15.545,21.887999999999998,18.088
6.394,15.542,21.936,18.096
6.445,15.54,21.985,18.104
6.496,15.537,22.033,18.112000000000002
6.548,15.534,22.082,18.12
6.6,15.532,22.131999999999998,18.128
6.653,15.529,22.182,18.136
6.706,15.527,22.233,18.144000000000002
6.759,15.524,22.283,18.152
6.813,15.521,22.334,18.16
6.867,15.519,22.386,18.168
6.922,15.516,22.438,18.176000000000002
6.977,15.514,22.491,18.184
7.032,15.511,22.543,18.192
7.088,15.508,22.596,18.2
7.144,15.506,22.65,18.208000000000002
7.201,15.503,22.704,18.216
7.257,15.501,22.758,18.224
7.315,15.498,22.813,18.232
7.372,15.495,22.866999999999997,18.240000000000002
7.43,15.493,22.923000000000002,18.248
7.488,15.49,22.978,18.256
7.547,15.488,23.035,18.264
7.606,15.485,23.091,18.272000000000002
7.665,15.482,23.147,18.28
7.724,15.48,23.204,18.288
7.784,15.477,23.261,18.296
7.844,15.475,23.319,18.304000000000002
7.904,15.472,23.375999999999998,18.312
7.965,15.469,23.433999999999997,18.32
8.025,15.467,23.492,18.328
8.086,15.464,23.55,18.336000000000002
8.148,15.462,23.61,18.344
8.209,15.459,23.668,18.352
8.271,15.456,23.727,18.36
8.333,15.454,23.787,18.368000000000002
8.395,15.451,23.846,18.376
8.458,15.448,23.906,18.384
8.52,15.446,23.966,18.392
8.583,15.443,24.026,18.400000000000002
8.646,15.441,24.087000000000003,18.408
8.709,15.438,24.147,18.416
8.773,15.435,24.208,18.424
8.836,15.433,24.269,18.432000000000002
8.9,15.43,24.33,18.44
8.964,15.428,24.392000000000003,18.448
9.028,15.425,24.453000000000003,18.456
9.092,15.422,24.514000000000003,18.464
9.156,15.42,24.576,18.472
9.221,15.417,24.637999999999998,18.48
9.285,15.414,24.698999999999998,18.488
9.35,15.412,24.762,18.496
9.414,15.409,24.823,18.504
9.479,15.407,24.886,18.512
9.544,15.404,24.948,18.52
9.609,15.401,25.009999999999998,18.528
9.674,15.399,25.073,18.536
9.739,15.396,25.135,18.544
9.804,15.393,25.197000000000003,18.552
9.87,15.391,25.261,18.56
9.935,15.388,25.323,18.568
10.0,15.386,25.386,18.576
10.065,15.383,25.448,18.584
10.131,15.38,25.511000000000003,18.592
10.196,15.378,25.573999999999998,18.6
10.262,15.375,25.637,18.608
10.327,15.372,25.698999999999998,18.616
10.392,15.37,25.762,18.624
10.458,15.367,25.825000000000003,18.632
10.523,15.365,25.887999999999998,18.64
10.588,15.362,25.95,18.648
10.653,15.359,26.012,18.656
10.719,15.357,26.076,18.664
10.784,15.354,26.137999999999998,18.672
10.849,15.351,26.200000000000003,18.68
10.914,15.349,26.262999999999998,18.688
10.979,15.346,26.325,18.696
11.043,15.344,26.387,18.704
11.108,15.341,26.448999999999998,18.712
11.173,15.338,26.511,18.72
11.237,15.336,26.573,18.728
11.302,15.333,26.634999999999998,18.736
11.366,15.33,26.695999999999998,18.744
11.43,15.328,26.758,18.752
11.494,15.325,26.819,18.76
11.558,15.322,26.88,18.768
11.621,15.32,26.941000000000003,18.776
11.685,15.317,27.002000000000002,18.784
11.748,15.314,27.061999999999998,18.792
11.812,15.312,27.124,18.8
11.875,15.309,27.183999999999997,18.808
11.937,15.307,27.244,18.816
12.0,15.304,27.304000000000002,18.824
12.062,15.301,27.363,18.832
12.124,15.299,27.423000000000002,18.84
12.186,15.296,27.482,18.848
12.248,15.293,27.540999999999997,18.856
12.31,15.291,27.601,18.864
12.371,15.288,27.659,18.872
12.432,15.285,27.717,18.88
12.493,15.283,27.776,18.888
12.553,15.28,27.833,18.896
12.613,15.277,27.89,18.904
12.673,15.275,27.948,18.912
12.733,15.272,28.005000000000003,18.92
12.792,15.269,28.061,18.928
12.851,15.267,28.118000000000002,18.936
12.91,15.264,28.174,18.944
12.968,15.261,28.229,18.952
13.026,15.259,28.285,18.96
13.084,15.256,28.34,18.968
13.141,15.254,28.395,18.976
13.198,15.251,28.448999999999998,18.984
13.255,15.248,28.503,18.992
13.311,15.246,28.557000000000002,19.0
13.367,15.243,28.61,19.008
13.423,15.24,28.663,19.016000000000002
13.478,15.238,28.716,19.024
13.533,15.235,28.768,19.032
13.588,15.232,28.82,19.04
13.642,15.23,28.872,19.048000000000002
13.695,15.227,28.922,19.056
13.748,15.224,28.972,19.064
13.801,15.222,29.023,19.072
13.854,15.219,29.073,19.080000000000002
13.906,15.216,29.122,19.088
13.957,15.214,29.171,19.096
14.008,15.211,29.219,19.104
14.059,15.208,29.267,19.112000000000002
14.109,15.206,29.314999999999998,19.12
14.159,15.203,29.362000000000002,19.128
14.208,15.2,29.408,19.136
14.257,15.198,29.455,19.144000000000002
14.305,15.195,29.5,19.152
14.353,15.192,29.545,19.16
14.4,15.19,29.59,19.168
14.447,15.187,29.634,19.176000000000002
14.493,15.184,29.677,19.184
14.539,15.182,29.721,19.192
14.584,15.179,29.762999999999998,19.2
14.629,15.176,29.805,19.208000000000002
14.673,15.174,29.847,19.216
14.717,15.171,29.887999999999998,19.224
14.76,15.168,29.927999999999997,19.232
14.803,15.165,29.968,19.240000000000002
14.845,15.163,30.008000000000003,19.248
14.886,15.16,30.046,19.256
14.927,15.157,30.084,19.264
14.968,15.155,30.122999999999998,19.272000000000002
15.008,15.152,30.159999999999997,19.28
15.047,15.149,30.195999999999998,19.288
15.086,15.147,30.233,19.296
15.124,15.144,30.268,19.304000000000002
15.161,15.141,30.302,19.312
15.198,15.139,30.337,19.32
15.235,15.136,30.371,19.328
15.27,15.133,30.403,19.336000000000002
15.306,15.131,30.436999999999998,19.344
15.34,15.128,30.468,19.352
15.374,15.125,30.499000000000002,19.36
15.407,15.123,30.53,19.368000000000002
15.44,15.12,30.56,19.376
15.472,15.117,30.589,19.384
15.504,15.115,30.619,19.392
15.535,15.112,30.647,19.400000000000002
15.565,15.109,30.674,19.408
15.594,15.106,30.7,19.416
15.623,15.104,30.726999999999997,19.424
15.652,15.101,30.753,19.432000000000002
15.679,15.098,30.777,19.44
15.706,15.096,30.802,19.448
15.733,15.093,30.826,19.456
15.758,15.09,30.848,19.464
15.783,15.088,30.871,19.472
15.808,15.085,30.893,19.48
15.831,15.082,30.913,19.488
15.854,15.08,30.933999999999997,19.496
15.877,15.077,30.954,19.504
15.899,15.074,30.973,19.512
15.92,15.071,30.991,19.52
15.94,15.069,31.009,19.528
15.96,15.066,31.026000000000003,19.536
15.979,15.063,31.042,19.544
15.997,15.061,31.058,19.552
16.015,15.058,31.073,19.56
16.032,15.055,31.087,19.568
16.048,15.053,31.101,19.576
16.063,15.05,31.113,19.584
16.078,15.047,31.125,19.592
16.092,15.044,31.136,19.6
16.106,15.042,31.148000000000003,19.608
16.119,15.039,31.158,19.616
16.131,15.036,31.167,19.624
16.142,15.034,31.176000000000002,19.632
16.153,15.031,31.183999999999997,19.64
16.163,15.028,31.191000000000003,19.648
16.172,15.025,31.197000000000003,19.656
16.181,15.023,31.204,19.664
16.189,15.02,31.209,19.672
16.196,15.017,31.213,19.68
16.203,15.015,31.218,19.688
16.209,15.012,31.221,19.696
16.214,15.009,31.223,19.704
16.218,15.007,31.225,19.712
16.222,15.004,31.226,19.72
16.225,15.001,31.226,19.728
16.227,14.998,31.225,19.736
16.229,14.996,31.225,19.744
16.23,14.993,31.223,19.752
16.23,14.99,31.22,19.76
16.23,14.988,31.218,19.768
16.229,14.985,31.214,19.776
16.227,14.982,31.209,19.784
16.224,14.979,31.203,19.792
16.221,14.977,31.198,19.8
16.217,14.974,31.191,19.808
16.213,14.971,31.184,19.816
16.207,14.968,31.175,19.824
16.201,14.966,31.167,19.832
16.195,14.963,31.158,19.84
16.187,14.96,31.147000000000002,19.848
16.179,14.958,31.137,19.856
16.17,14.955,31.125,19.864
16.161,14.952,31.113,19.872
16.151,14.949,31.1,19.88
16.14,14.947,31.087,19.888
16.129,14.944,31.073,19.896
16.117,14.941,31.058,19.904
16.104,14.939,31.043,19.912
16.09,14.936,31.026,19.92
16.076,14.933,31.009,19.928
16.061,14.93,30.991,19.936
16.046,14.928,30.974,19.944
16.03,14.925,30.955000000000002,19.952
16.013,14.922,30.935000000000002,19.96
15.996,14.919,30.915,19.968
15.978,14.917,30.895,19.976
15.959,14.914,30.872999999999998,19.984
15.939,14.911,30.85,19.992
15.919,14.908,30.826999999999998,20.0
15.899,14.906,30.805,20.008
15.878,14.903,30.781,20.016000000000002
15.856,14.9,30.756,20.024
15.833,14.898,30.731,20.032
15.81,14.895,30.705,20.04
15.786,14.892,30.677999999999997,20.048000000000002
15.762,14.889,30.651,20.056
15.737,14.887,30.624000000000002,20.064
15.711,14.884,30.595,20.072
15.685,14.881,30.566000000000003,20.080000000000002
15.658,14.878,30.536,20.088
15.631,14.876,30.506999999999998,20.096
15.603,14.873,30.476,20.104
15.574,14.87,30.444,20.112000000000002
15.545,14.867,30.412,20.12
15.515,14.865,30.380000000000003,20.128
15.485,14.862,30.347,20.136
15.454,14.859,30.313000000000002,20.144000000000002
15.422,14.856,30.278,20.152
15.39,14.854,30.244,20.16
15.357,14.851,30.208,20.168
15.324,14.848,30.172,20.176000000000002
15.29,14.845,30.134999999999998,20.184
15.256,14.843,30.099,20.192
15.221,14.84,30.061,20.2
15.186,14.837,30.023,20.208000000000002
15.15,14.834,29.984,20.216
15.114,14.832,29.946,20.224
15.077,14.829,29.906,20.232
15.039,14.826,29.865000000000002,20.240000000000002
15.001,14.823,29.823999999999998,20.248
14.963,14.821,29.784,20.256
14.924,14.818,29.741999999999997,20.264
14.884,14.815,29.698999999999998,20.272000000000002
14.844,14.812,29.656,20.28
14.804,14.81,29.614,20.288
14.763,14.807,29.57,20.296
14.721,14.804,29.525,20.304000000000002
14.679,14.801,29.48,20.312
14.637,14.799,29.436,20.32
14.594,14.796,29.39,20.328
14.551,14.793,29.344,20.336000000000002
14.507,14.79,29.296999999999997,20.344
14.463,14.788,29.250999999999998,20.352
14.418,14.785,29.203,20.36
14.373,14.782,29.155,20.368000000000002
14.328,14.779,29.107,20.376
14.282,14.777,29.058999999999997,20.384
14.235,14.774,29.009,20.392
14.189,14.771,28.96,20.400000000000002
14.142,14.768,28.91,20.408
14.094,14.766,28.86,20.416
14.046,14.763,28.808999999999997,20.424
13.998,14.76,28.758,20.432000000000002
13.949,14.757,28.706,20.44
13.9,14.755,28.655,20.448
13.85,14.752,28.602,20.456
13.801,14.749,28.55,20.464000000000002
13.75,14.746,28.496000000000002,20.472
13.7,14.743,28.442999999999998,20.48
13.649,14.741,28.39,20.488
13.598,14.738,28.336,20.496
13.546,14.735,28.281,20.504
13.494,14.732,28.226,20.512
13.442,14.73,28.172,20.52
13.39,14.727,28.117,20.528
13.337,14.724,28.061,20.536
13.284,14.721,28.005000000000003,20.544
13.23,14.719,27.948999999999998,20.552
13.176,14.716,27.892,20.56
13.122,14.713,27.835,20.568
13.068,14.71,27.778,20.576
13.013,14.707,27.72,20.584
12.959,14.705,27.664,20.592
12.903,14.702,27.605,20.6
12.848,14.699,27.547,20.608
12.792,14.696,27.488,20.616
12.736,14.694,27.43,20.624
12.68,14.691,27.371000000000002,20.632
12.624,14.688,27.312,20.64
12.567,14.685,27.252000000000002,20.648
12.51,14.682,27.192,20.656
12.453,14.68,27.133,20.664
12.396,14.677,27.073,20.672
12.339,14.674,27.012999999999998,20.68
12.281,14.671,26.951999999999998,20.688
12.223,14.669,26.892000000000003,20.696
12.165,14.666,26.831,20.704
12.107,14.663,26.77,20.712
12.049,14.66,26.709,20.72
11.99,14.657,26.647,20.728
11.931,14.655,26.586,20.736
11.872,14.652,26.524,20.744
11.813,14.649,26.462,20.752
11.754,14.646,26.4,20.76
11.695,14.643,26.338,20.768
11.635,14.641,26.276,20.776
11.576,14.638,26.214,20.784
11.516,14.635,26.151,20.792
11.456,14.632,26.088,20.8
11.396,14.63,26.026000000000003,20.808
11.336,14.627,25.963,20.816
11.276,14.624,25.9,20.824
11.216,14.621,25.837,20.832
11.155,14.618,25.773,20.84
11.095,14.616,25.711,20.848
11.034,14.613,25.647,20.856
10.974,14.61,25.584,20.864
10.913,14.607,25.52,20.872
10.852,14.604,25.456,20.88
10.791,14.602,25.393,20.888
10.731,14.599,25.33,20.896
10.67,14.596,25.266,20.904
10.609,14.593,25.201999999999998,20.912
10.548,14.59,25.137999999999998,20.92
10.487,14.588,25.075,20.928
10.426,14.585,25.011000000000003,20.936
10.364,14.582,24.946,20.944
10.303,14.579,24.882,20.952
10.242,14.576,24.818,20.96
10.181,14.574,24.755,20.968
