time,measured_signal,true_signal,true_background
16.208000000000002,28.404200000000003,2.1349,26.2693
16.216,28.401600000000002,2.1354,26.2662
16.224,28.399,2.1359,26.2631
16.232,28.396199999999997,2.1363,26.2599
16.240000000000002,28.3935,2.1367,26.2568
16.248,28.3906,2.137,26.2536
16.256,28.3878,2.1373,26.2505
16.264,28.384999999999998,2.1376,26.2474
16.272000000000002,28.381999999999998,2.1378,26.2442
16.28,28.3791,2.138,26.2411
16.288,28.3761,2.1382,26.2379
16.296,28.3731,2.1383,26.2348
16.304000000000002,28.37,2.1384,26.2316
16.312,28.3669,2.1384,26.2285
16.32,28.3637,2.1384,26.2253
16.328,28.3606,2.1384,26.2222
16.336000000000002,28.357300000000002,2.1383,26.219
16.344,28.354000000000003,2.1382,26.2158
16.352,28.350700000000003,2.138,26.2127
16.36,28.3474,2.1379,26.2095
16.368000000000002,28.343999999999998,2.1376,26.2064
16.376,28.3406,2.1374,26.2032
16.384,28.3372,2.1371,26.2001
16.392,28.3336,2.1367,26.1969
16.4,28.33,2.1363,26.1937
16.408,28.3265,2.1359,26.1906
16.416,28.3229,2.1355,26.1874
16.424,28.319200000000002,2.135,26.1842
16.432,28.3155,2.1344,26.1811
16.44,28.3118,2.1339,26.1779
16.448,28.308,2.1333,26.1747
16.456,28.3042,2.1326,26.1716
16.464,28.3003,2.1319,26.1684
16.472,28.2964,2.1312,26.1652
16.48,28.292499999999997,2.1304,26.1621
16.488,28.2885,2.1296,26.1589
16.496,28.2845,2.1288,26.1557
16.504,28.2804,2.1279,26.1525
16.512,28.2764,2.127,26.1494
16.52,28.2723,2.1261,26.1462
16.528,28.2681,2.1251,26.143
16.536,28.2639,2.1241,26.1398
16.544,28.259600000000002,2.123,26.1366
16.552,28.2554,2.1219,26.1335
16.56,28.251099999999997,2.1208,26.1303
16.568,28.246699999999997,2.1196,26.1271
16.576,28.2423,2.1184,26.1239
16.584,28.2379,2.1172,26.1207
16.592,28.2334,2.1159,26.1175
16.6,28.229,2.1146,26.1144
16.608,28.2244,2.1132,26.1112
16.616,28.2198,2.1118,26.108
16.624,28.2152,2.1104,26.1048
16.632,28.210500000000003,2.1089,26.1016
16.64,28.2059,2.1075,26.0984
16.648,28.201099999999997,2.1059,26.0952
16.656,28.196399999999997,2.1044,26.092
16.664,28.191599999999998,2.1028,26.0888
16.672,28.1867,2.1011,26.0856
16.68,28.1818,2.0994,26.0824
16.688,28.1769,2.0977,26.0792
16.696,28.172,2.096,26.076
16.704,28.167,2.0942,26.0728
16.712,28.162000000000003,2.0924,26.0696
16.72,28.157,2.0906,26.0664
16.728,28.151899999999998,2.0887,26.0632
16.736,28.1468,2.0868,26.06
16.744,28.1416,2.0848,26.0568
16.752,28.1364,2.0828,26.0536
16.76,28.1312,2.0808,26.0504
16.768,28.126,2.0788,26.0472
16.776,28.1207,2.0767,26.044
16.784,28.1154,2.0746,26.0408
16.792,28.11,2.0724,26.0376
16.8,28.1046,2.0702,26.0344
16.808,28.0992,2.068,26.0312
16.816,28.0937,2.0658,26.0279
16.824,28.0882,2.0635,26.0247
16.832,28.0827,2.0612,26.0215
16.84,28.0771,2.0588,26.0183
16.848,28.0716,2.0565,26.0151
16.856,28.066000000000003,2.0541,26.0119
16.864,28.060200000000002,2.0516,26.0086
16.872,28.0546,2.0492,26.0054
16.88,28.0489,2.0467,26.0022
16.888,28.0431,2.0441,25.999
16.896,28.037399999999998,2.0416,25.9958
16.904,28.0315,2.039,25.9925
16.912,28.0257,2.0364,25.9893
16.92,28.0198,2.0337,25.9861
16.928,28.0138,2.031,25.9828
16.936,28.007900000000003,2.0283,25.9796
16.944,28.002000000000002,2.0256,25.9764
16.952,27.996,2.0228,25.9732
16.96,27.9899,2.02,25.9699
16.968,27.9839,2.0172,25.9667
16.976,27.9778,2.0143,25.9635
16.984,27.971600000000002,2.0114,25.9602
16.992,27.965500000000002,2.0085,25.957
17.0,27.959400000000002,2.0056,25.9538
17.008,27.953100000000003,2.0026,25.9505
17.016000000000002,27.9469,1.9996,25.9473
17.024,27.9406,1.9966,25.944
17.032,27.9344,1.9936,25.9408
17.04,27.9281,1.9905,25.9376
17.048000000000002,27.9217,1.9874,25.9343
17.056,27.9154,1.9843,25.9311
17.064,27.908900000000003,1.9811,25.9278
17.072,27.902600000000003,1.978,25.9246
17.080000000000002,27.8962,1.9748,25.9214
17.088,27.889599999999998,1.9715,25.9181
17.096,27.8832,1.9683,25.9149
17.104,27.8766,1.965,25.9116
17.112000000000002,27.8701,1.9617,25.9084
17.12,27.863500000000002,1.9584,25.9051
17.128,27.857000000000003,1.9551,25.9019
17.136,27.850299999999997,1.9517,25.8986
17.144000000000002,27.8437,1.9483,25.8954
17.152,27.837,1.9449,25.8921
17.16,27.8303,1.9415,25.8888
17.168,27.8236,1.938,25.8856
17.176000000000002,27.8168,1.9345,25.8823
17.184,27.810100000000002,1.931,25.8791
17.192,27.8033,1.9275,25.8758
17.2,27.796599999999998,1.924,25.8726
17.208000000000002,27.7897,1.9204,25.8693
17.216,27.782799999999998,1.9168,25.866
17.224,27.776,1.9132,25.8628
17.232,27.7691,1.9096,25.8595
17.240000000000002,27.7622,1.906,25.8562
17.248,27.755300000000002,1.9023,25.853
17.256,27.7484,1.8987,25.8497
17.264,27.7414,1.895,25.8464
17.272000000000002,27.7345,1.8913,25.8432
17.28,27.7274,1.8875,25.8399
17.288,27.7204,1.8838,25.8366
17.296,27.7134,1.88,25.8334
17.304000000000002,27.706400000000002,1.8763,25.8301
17.312,27.699299999999997,1.8725,25.8268
17.32,27.6923,1.8687,25.8236
17.328,27.6851,1.8648,25.8203
17.336000000000002,27.678,1.861,25.817
17.344,27.6709,1.8572,25.8137
17.352,27.663700000000002,1.8533,25.8104
17.36,27.6566,1.8494,25.8072
17.368000000000002,27.6494,1.8455,25.8039
17.376,27.6422,1.8416,25.8006
17.384,27.634999999999998,1.8377,25.7973
17.392,27.6278,1.8338,25.794
17.400000000000002,27.6206,1.8298,25.7908
17.408,27.613400000000002,1.8259,25.7875
17.416,27.606099999999998,1.8219,25.7842
17.424,27.5989,1.818,25.7809
17.432,27.5916,1.814,25.7776
17.44,27.5843,1.81,25.7743
17.448,27.577,1.806,25.771
17.456,27.5698,1.802,25.7678
17.464,27.5625,1.798,25.7645
17.472,27.5552,1.794,25.7612
17.48,27.5478,1.7899,25.7579
17.488,27.5405,1.7859,25.7546
17.496,27.5331,1.7818,25.7513
17.504,27.5258,1.7778,25.748
17.512,27.518400000000003,1.7737,25.7447
17.52,27.5111,1.7697,25.7414
17.528,27.5037,1.7656,25.7381
17.536,27.4963,1.7615,25.7348
17.544,27.489,1.7575,25.7315
17.552,27.4816,1.7534,25.7282
17.56,27.474200000000003,1.7493,25.7249
17.568,27.4668,1.7452,25.7216
17.576,27.4594,1.7411,25.7183
17.584,27.4521,1.7371,25.715
17.592,27.4447,1.733,25.7117
17.6,27.4373,1.7289,25.7084
17.608,27.429900000000004,1.7248,25.7051
17.616,27.4225,1.7207,25.7018
17.624,27.4151,1.7166,25.6985
17.632,27.4076,1.7125,25.6951
17.64,27.4003,1.7085,25.6918
17.648,27.3929,1.7044,25.6885
17.656,27.385499999999997,1.7003,25.6852
17.664,27.3781,1.6962,25.6819
17.672,27.3708,1.6922,25.6786
17.68,27.3634,1.6881,25.6753
17.688,27.355900000000002,1.684,25.6719
17.696,27.3486,1.68,25.6686
17.704,27.341199999999997,1.6759,25.6653
17.712,27.3339,1.6719,25.662
17.72,27.3266,1.6679,25.6587
17.728,27.3192,1.6638,25.6554
17.736,27.3118,1.6598,25.652
17.744,27.3045,1.6558,25.6487
17.752,27.2972,1.6518,25.6454
17.76,27.2899,1.6478,25.6421
17.768,27.2825,1.6438,25.6387
17.776,27.2753,1.6399,25.6354
17.784,27.268,1.6359,25.6321
17.792,27.2608,1.632,25.6288
17.8,27.2534,1.628,25.6254
17.808,27.246199999999998,1.6241,25.6221
17.816,27.239,1.6202,25.6188
17.824,27.2317,1.6163,25.6154
17.832,27.224500000000003,1.6124,25.6121
17.84,27.217399999999998,1.6086,25.6088
17.848,27.2101,1.6047,25.6054
17.856,27.203,1.6009,25.6021
17.864,27.1959,1.5971,25.5988
17.872,27.1887,1.5933,25.5954
17.88,27.1816,1.5895,25.5921
17.888,27.1745,1.5858,25.5887
17.896,27.1675,1.5821,25.5854
17.904,27.1604,1.5783,25.5821
17.912,27.1534,1.5747,25.5787
17.92,27.1464,1.571,25.5754
17.928,27.1393,1.5673,25.572
17.936,27.1324,1.5637,25.5687
17.944,27.1254,1.5601,25.5653
17.952,27.1185,1.5565,25.562
17.96,27.1116,1.553,25.5586
17.968,27.104799999999997,1.5495,25.5553
17.976,27.0979,1.546,25.5519
17.984,27.0911,1.5425,25.5486
17.992,27.084300000000002,1.5391,25.5452
18.0,27.077499999999997,1.5356,25.5419
18.008,27.0708,1.5323,25.5385
18.016000000000002,27.0641,1.5289,25.5352
18.024,27.0574,1.5256,25.5318
18.032,27.050800000000002,1.5223,25.5285
18.04,27.044099999999997,1.519,25.5251
18.048000000000002,27.037599999999998,1.5158,25.5218
18.056,27.031,1.5126,25.5184
18.064,27.0244,1.5094,25.515
18.072,27.018,1.5063,25.5117
18.080000000000002,27.011499999999998,1.5032,25.5083
18.088,27.0052,1.5002,25.505
18.096,26.9988,1.4972,25.5016
18.104,26.9924,1.4942,25.4982
18.112000000000002,26.9861,1.4912,25.4949
18.12,26.979799999999997,1.4883,25.4915
18.128,26.973599999999998,1.4855,25.4881
18.136,26.9674,1.4826,25.4848
18.144000000000002,26.9613,1.4799,25.4814
18.152,26.9551,1.4771,25.478
18.16,26.949099999999998,1.4744,25.4747
18.168,26.9431,1.4718,25.4713
18.176000000000002,26.9371,1.4692,25.4679
18.184,26.9312,1.4666,25.4646
18.192,26.9253,1.4641,25.4612
18.2,26.9194,1.4616,25.4578
18.208000000000002,26.9136,1.4592,25.4544
18.216,26.9079,1.4568,25.4511
18.224,26.9022,1.4545,25.4477
18.232,26.8966,1.4523,25.4443
18.240000000000002,26.8909,1.45,25.4409
18.248,26.8854,1.4479,25.4375
18.256,26.88,1.4458,25.4342
18.264,26.8745,1.4437,25.4308
18.272000000000002,26.8691,1.4417,25.4274
18.28,26.863699999999998,1.4397,25.424
18.288,26.8584,1.4378,25.4206
18.296,26.8532,1.436,25.4172
18.304000000000002,26.848100000000002,1.4342,25.4139
18.312,26.843,1.4325,25.4105
18.32,26.8379,1.4308,25.4071
18.328,26.832900000000002,1.4292,25.4037
18.336000000000002,26.828000000000003,1.4277,25.4003
18.344,26.8231,1.4262,25.3969
18.352,26.8183,1.4248,25.3935
18.36,26.8135,1.4234,25.3901
18.368000000000002,26.8089,1.4222,25.3867
18.376,26.8043,1.4209,25.3834
18.384,26.799799999999998,1.4198,25.38
18.392,26.7953,1.4187,25.3766
18.400000000000002,26.7909,1.4177,25.3732
18.408,26.7865,1.4167,25.3698
18.416,26.7823,1.4159,25.3664
18.424,26.778,1.415,25.363
18.432000000000002,26.7739,1.4143,25.3596
18.44,26.7699,1.4137,25.3562
18.448,26.7659,1.4131,25.3528
18.456,26.762,1.4126,25.3494
18.464,26.7581,1.4121,25.346
18.472,26.7544,1.4118,25.3426
18.48,26.750700000000002,1.4115,25.3392
18.488,26.747,1.4113,25.3357
18.496,26.7435,1.4112,25.3323
18.504,26.740000000000002,1.4111,25.3289
18.512,26.736700000000003,1.4112,25.3255
18.52,26.7334,1.4113,25.3221
18.528,26.7302,1.4115,25.3187
18.536,26.7271,1.4118,25.3153
18.544,26.7241,1.4122,25.3119
18.552,26.7211,1.4126,25.3085
18.56,26.7183,1.4132,25.3051
18.568,26.7155,1.4139,25.3016
18.576,26.7128,1.4146,25.2982
18.584,26.7102,1.4154,25.2948
18.592,26.7077,1.4163,25.2914
18.6,26.7053,1.4173,25.288
18.608,26.703100000000003,1.4185,25.2846
18.616,26.700799999999997,1.4197,25.2811
18.624,26.6987,1.421,25.2777
18.632,26.6967,1.4224,25.2743
18.64,26.6948,1.4239,25.2709
18.648,26.692899999999998,1.4254,25.2675
18.656,26.6911,1.4271,25.264
18.664,26.6895,1.4289,25.2606
18.672,26.688000000000002,1.4308,25.2572
18.68,26.6867,1.4329,25.2538
18.688,26.685299999999998,1.435,25.2503
18.696,26.6841,1.4372,25.2469
18.704,26.683,1.4395,25.2435
18.712,26.6819,1.4419,25.24
18.72,26.6811,1.4445,25.2366
18.728,26.6803,1.4471,25.2332
18.736,26.6796,1.4499,25.2297
18.744,26.6791,1.4528,25.2263
18.752,26.6787,1.4558,25.2229
18.76,26.6783,1.4589,25.2194
18.768,26.6781,1.4621,25.216
18.776,26.678099999999997,1.4655,25.2126
18.784,26.678,1.4689,25.2091
18.792,26.6782,1.4725,25.2057
18.8,26.6785,1.4762,25.2023
18.808,26.6788,1.48,25.1988
18.816,26.6794,1.484,25.1954
18.824,26.68,1.4881,25.1919
18.832,26.6808,1.4923,25.1885
18.84,26.6816,1.4966,25.185
18.848,26.6827,1.5011,25.1816
18.856,26.6839,1.5057,25.1782
18.864,26.685100000000002,1.5104,25.1747
18.872,26.6865,1.5152,25.1713
18.88,26.688,1.5202,25.1678
18.888,26.689700000000002,1.5253,25.1644
18.896,26.6915,1.5306,25.1609
18.904,26.6935,1.536,25.1575
18.912,26.6955,1.5415,25.154
18.92,26.6978,1.5472,25.1506
18.928,26.7001,1.553,25.1471
18.936,26.7027,1.559,25.1437
18.944,26.7052,1.565,25.1402
18.952,26.7081,1.5713,25.1368
18.96,26.711,1.5777,25.1333
18.968,26.714,1.5842,25.1298
18.976,26.7173,1.5909,25.1264
18.984,26.7206,1.5977,25.1229
18.992,26.7242,1.6047,25.1195
19.0,26.7278,1.6118,25.116
19.008,26.7316,1.6191,25.1125
19.016000000000002,26.7357,1.6266,25.1091
19.024,26.7398,1.6342,25.1056
19.032,26.7441,1.6419,25.1022
19.04,26.7485,1.6498,25.0987
19.048000000000002,26.7531,1.6579,25.0952
19.056,26.758,1.6662,25.0918
19.064,26.762900000000002,1.6746,25.0883
19.072,26.7679,1.6831,25.0848
19.080000000000002,26.7732,1.6918,25.0814
19.088,26.7786,1.7007,25.0779
19.096,26.784200000000002,1.7098,25.0744
19.104,26.790000000000003,1.719,25.071
19.112000000000002,26.7959,1.7284,25.0675
19.12,26.802,1.738,25.064
19.128,26.8082,1.7477,25.0605
19.136,26.814799999999998,1.7577,25.0571
19.144000000000002,26.8214,1.7678,25.0536
19.152,26.8281,1.778,25.0501
19.16,26.8351,1.7885,25.0466
19.168,26.842299999999998,1.7991,25.0432
19.176000000000002,26.8496,1.8099,25.0397
19.184,26.857100000000003,1.8209,25.0362
19.192,26.8648,1.8321,25.0327
19.2,26.8726,1.8434,25.0292
19.208000000000002,26.8808,1.855,25.0258
19.216,26.889000000000003,1.8667,25.0223
19.224,26.897499999999997,1.8787,25.0188
19.232,26.9061,1.8908,25.0153
19.240000000000002,26.9149,1.9031,25.0118
19.248,26.9239,1.9156,25.0083
19.256,26.9332,1.9283,25.0049
19.264,26.9425,1.9411,25.0014
19.272000000000002,26.9521,1.9542,24.9979
19.28,26.9619,1.9675,24.9944
19.288,26.9719,1.981,24.9909
19.296,26.982100000000003,1.9947,24.9874
19.304000000000002,26.9925,2.0086,24.9839
19.312,27.003,2.0226,24.9804
19.32,27.0138,2.0369,24.9769
19.328,27.024800000000003,2.0514,24.9734
19.336000000000002,27.035999999999998,2.0661,24.9699
19.344,27.0475,2.0811,24.9664
19.352,27.0592,2.0962,24.963
19.36,27.070999999999998,2.1115,24.9595
19.368000000000002,27.083099999999998,2.1271,24.956
19.376,27.0953,2.1428,24.9525
19.384,27.1078,2.1588,24.949
19.392,27.1205,2.175,24.9455
19.400000000000002,27.1334,2.1914,24.942
19.408,27.146500000000003,2.208,24.9385
19.416,27.1599,2.2249,24.935
19.424,27.1735,2.242,24.9315
19.432000000000002,27.1872,2.2593,24.9279
19.44,27.2012,2.2768,24.9244
19.448,27.2154,2.2945,24.9209
19.456,27.2299,2.3125,24.9174
19.464,27.244600000000002,2.3307,24.9139
19.472,27.2596,2.3492,24.9104
19.48,27.2747,2.3678,24.9069
19.488,27.290100000000002,2.3867,24.9034
19.496,27.305799999999998,2.4059,24.8999
19.504,27.3216,2.4252,24.8964
19.512,27.3377,2.4448,24.8929
19.52,27.354,2.4647,24.8893
19.528,27.3705,2.4847,24.8858
19.536,27.3873,2.505,24.8823
19.544,27.4044,2.5256,24.8788
19.552,27.4217,2.5464,24.8753
19.56,27.4392,2.5674,24.8718
19.568,27.457,2.5887,24.8683
19.576,27.474999999999998,2.6103,24.8647
19.584,27.4933,2.6321,24.8612
19.592,27.5118,2.6541,24.8577
19.6,27.5306,2.6764,24.8542
19.608,27.549599999999998,2.6989,24.8507
19.616,27.5688,2.7217,24.8471
19.624,27.588299999999997,2.7447,24.8436
19.632,27.6081,2.768,24.8401
19.64,27.6281,2.7915,24.8366
19.648,27.6483,2.8153,24.833
19.656,27.6689,2.8394,24.8295
19.664,27.689700000000002,2.8637,24.826
19.672,27.710800000000003,2.8883,24.8225
19.68,27.732,2.9131,24.8189
19.688,27.7536,2.9382,24.8154
19.696,27.7755,2.9636,24.8119
19.704,27.7975,2.9892,24.8083
19.712,27.8199,3.0151,24.8048
19.72,27.8426,3.0413,24.8013
19.728,27.865399999999998,3.0677,24.7977
19.736,27.8886,3.0944,24.7942
19.744,27.912100000000002,3.1214,24.7907
19.752,27.935699999999997,3.1486,24.7871
19.76,27.959699999999998,3.1761,24.7836
19.768,27.984,3.2039,24.7801
19.776,28.008499999999998,3.232,24.7765
19.784,28.0333,3.2603,24.773
19.792,28.058300000000003,3.2889,24.7694
19.8,28.0837,3.3178,24.7659
19.808,28.1094,3.347,24.7624
19.816,28.1352,3.3764,24.7588
19.824,28.161399999999997,3.4061,24.7553
19.832,28.1878,3.4361,24.7517
19.84,28.2146,3.4664,24.7482
19.848,28.2416,3.497,24.7446
19.856,28.2689,3.5278,24.7411
19.864,28.2965,3.559,24.7375
19.872,28.3244,3.5904,24.734
19.88,28.3526,3.6221,24.7305
19.888,28.381,3.6541,24.7269
19.896,28.4098,3.6864,24.7234
19.904,28.4387,3.7189,24.7198
19.912,28.4681,3.7518,24.7163
19.92,28.497600000000002,3.7849,24.7127
19.928,28.5275,3.8184,24.7091
19.936,28.5577,3.8521,24.7056
19.944,28.5881,3.8861,24.702
19.952,28.6189,3.9204,24.6985
19.96,28.649900000000002,3.955,24.6949
19.968,28.6813,3.9899,24.6914
19.976,28.712899999999998,4.0251,24.6878
19.984,28.7449,4.0606,24.6843
19.992,28.7771,4.0964,24.6807
20.0,28.8096,4.1325,24.6771
20.008,28.8425,4.1689,24.6736
20.016000000000002,28.875600000000002,4.2056,24.67
20.024,28.9091,4.2426,24.6665
20.032,28.942700000000002,4.2798,24.6629
20.04,28.9767,4.3174,24.6593
20.048000000000002,29.0111,4.3553,24.6558
20.056,29.0457,4.3935,24.6522
20.064,29.080599999999997,4.432,24.6486
20.072,29.1158,4.4707,24.6451
20.080000000000002,29.1513,4.5098,24.6415
20.088,29.187099999999997,4.5492,24.6379
20.096,29.2233,4.5889,24.6344
20.104,29.259700000000002,4.6289,24.6308
20.112000000000002,29.2964,4.6692,24.6272
20.12,29.3335,4.7098,24.6237
20.128,29.370800000000003,4.7507,24.6201
20.136,29.4084,4.7919,24.6165
20.144000000000002,29.4463,4.8334,24.6129
20.152,29.4846,4.8752,24.6094
20.16,29.5232,4.9174,24.6058
20.168,29.562,4.9598,24.6022
20.176000000000002,29.601100000000002,5.0025,24.5986
20.184,29.6407,5.0456,24.5951
20.192,29.6804,5.0889,24.5915
20.2,29.7205,5.1326,24.5879
20.208000000000002,29.7608,5.1765,24.5843
20.216,29.8015,5.2208,24.5807
20.224,29.8426,5.2654,24.5772
20.232,29.8838,5.3102,24.5736
20.240000000000002,29.9254,5.3554,24.57
20.248,29.9673,5.4009,24.5664
20.256,30.0095,5.4467,24.5628
20.264,30.052,5.4928,24.5592
20.272000000000002,30.094900000000003,5.5392,24.5557
20.28,30.137999999999998,5.5859,24.5521
20.288,30.1814,5.6329,24.5485
20.296,30.225199999999997,5.6803,24.5449
20.304000000000002,30.269199999999998,5.7279,24.5413
20.312,30.3135,5.7758,24.5377
20.32,30.358199999999997,5.8241,24.5341
20.328,30.403100000000002,5.8726,24.5305
20.336000000000002,30.448500000000003,5.9215,24.527
20.344,30.494,5.9706,24.5234
20.352,30.5399,6.0201,24.5198
20.36,30.586000000000002,6.0698,24.5162
20.368000000000002,30.6325,6.1199,24.5126
20.376,30.6793,6.1703,24.509
20.384,30.726300000000002,6.2209,24.5054
20.392,30.773699999999998,6.2719,24.5018
20.400000000000002,30.8214,6.3232,24.4982
20.408,30.8693,6.3747,24.4946
20.416,30.9176,6.4266,24.491
20.424,30.9662,6.4788,24.4874
20.432000000000002,31.015099999999997,6.5313,24.4838
20.44,31.0642,6.584,24.4802
20.448,31.1137,6.6371,24.4766
20.456,31.1634,6.6904,24.473
20.464000000000002,31.2135,6.7441,24.4694
20.472,31.2639,6.7981,24.4658
20.48,31.3145,6.8523,24.4622
20.488,31.3654,6.9068,24.4586
20.496,31.4167,6.9617,24.455
20.504,31.4682,7.0168,24.4514
20.512,31.52,7.0722,24.4478
20.52,31.572,7.1279,24.4441
20.528,31.6244,7.1839,24.4405
20.536,31.677100000000003,7.2402,24.4369
20.544,31.7301,7.2968,24.4333
20.552,31.7833,7.3536,24.4297
20.56,31.8369,7.4108,24.4261
20.568,31.8907,7.4682,24.4225
20.576,31.9448,7.5259,24.4189
20.584,31.9992,7.5839,24.4153
20.592,32.0538,7.6422,24.4116
20.6,32.1087,7.7007,24.408
20.608,32.164,7.7596,24.4044
20.616,32.2195,7.8187,24.4008
20.624,32.2752,7.878,24.3972
20.632,32.3313,7.9377,24.3936
20.64,32.3875,7.9976,24.3899
20.648,32.4441,8.0578,24.3863
20.656,32.501,8.1183,24.3827
20.664,32.5581,8.179,24.3791
20.672,32.6155,8.24,24.3755
20.68,32.6731,8.3013,24.3718
20.688,32.731,8.3628,24.3682
20.696,32.7892,8.4246,24.3646
20.704,32.8477,8.4867,24.361
20.712,32.9063,8.549,24.3573
20.72,32.9653,8.6116,24.3537
20.728,33.0245,8.6744,24.3501
20.736,33.084,8.7375,24.3465
20.744,33.1436,8.8008,24.3428
20.752,33.2036,8.8644,24.3392
20.76,33.2638,8.9282,24.3356
20.768,33.324200000000005,8.9923,24.3319
20.776,33.3849,9.0566,24.3283
20.784,33.4459,9.1212,24.3247
20.792,33.507000000000005,9.186,24.321
20.8,33.5684,9.251,24.3174
20.808,33.6301,9.3163,24.3138
20.816,33.6919,9.3818,24.3101
20.824,33.7541,9.4476,24.3065
20.832,33.8164,9.5135,24.3029
20.84,33.879,9.5798,24.2992
20.848,33.9418,9.6462,24.2956
20.856,34.0048,9.7128,24.292
20.864,34.068,9.7797,24.2883
20.872,34.1315,9.8468,24.2847
20.88,34.1951,9.9141,24.281
20.888,34.259100000000004,9.9817,24.2774
20.896,34.3232,10.0494,24.2738
20.904,34.3874,10.1173,24.2701
20.912,34.452,10.1855,24.2665
20.92,34.5167,10.2539,24.2628
20.928,34.5816,10.3224,24.2592
20.936,34.6467,10.3912,24.2555
20.944,34.7121,10.4602,24.2519
20.952,34.7775,10.5293,24.2482
20.96,34.8433,10.5987,24.2446
20.968,34.9092,10.6682,24.241
20.976,34.9752,10.7379,24.2373
20.984,35.0415,10.8078,24.2337
20.992,35.1079,10.8779,24.23
21.0,35.1746,10.9482,24.2264
21.008,35.241299999999995,11.0186,24.2227
21.016000000000002,35.3084,11.0893,24.2191
21.024,35.3755,11.1601,24.2154
21.032,35.4427,11.231,24.2117
21.04,35.5102,11.3021,24.2081
21.048000000000002,35.577799999999996,11.3734,24.2044
21.056,35.645700000000005,11.4449,24.2008
21.064,35.7136,11.5165,24.1971
21.072,35.7817,11.5882,24.1935
21.080000000000002,35.849900000000005,11.6601,24.1898
21.088,35.9183,11.7321,24.1862
21.096,35.9868,11.8043,24.1825
21.104,36.055499999999995,11.8767,24.1788
21.112000000000002,36.1243,11.9491,24.1752
21.12,36.193200000000004,12.0217,24.1715
21.128,36.262299999999996,12.0945,24.1678
21.136,36.3315,12.1673,24.1642
21.144000000000002,36.4008,12.2403,24.1605
21.152,36.4703,12.3134,24.1569
21.16,36.5398,12.3866,24.1532
21.168,36.6095,12.46,24.1495
21.176000000000002,36.6793,12.5334,24.1459
21.184,36.7492,12.607,24.1422
21.192,36.8191,12.6806,24.1385
21.2,36.8893,12.7544,24.1349
21.208000000000002,36.9594,12.8282,24.1312
21.216,37.029700000000005,12.9022,24.1275
21.224,37.1001,12.9762,24.1239
21.232,37.1706,13.0504,24.1202
21.240000000000002,37.241099999999996,13.1246,24.1165
21.248,37.3117,13.1989,24.1128
21.256,37.382400000000004,13.2732,24.1092
21.264,37.453199999999995,13.3477,24.1055
21.272000000000002,37.524,13.4222,24.1018
21.28,37.5948,13.4967,24.0981
21.288,37.6659,13.5714,24.0945
21.296,37.736900000000006,13.6461,24.0908
21.304000000000002,37.807900000000004,13.7208,24.0871
21.312,37.879000000000005,13.7956,24.0834
21.32,37.950199999999995,13.8704,24.0798
21.328,38.0214,13.9453,24.0761
21.336000000000002,38.0926,14.0202,24.0724
21.344,38.1639,14.0952,24.0687
21.352,38.2352,14.1702,24.065
21.36,38.3066,14.2452,24.0614
21.368000000000002,38.3779,14.3202,24.0577
21.376,38.4493,14.3953,24.054
21.384,38.5206,14.4703,24.0503
21.392,38.592,14.5454,24.0466
21.400000000000002,38.663399999999996,14.6205,24.0429
21.408,38.7349,14.6956,24.0393
21.416,38.8063,14.7707,24.0356
21.424,38.877700000000004,14.8458,24.0319
21.432000000000002,38.9491,14.9209,24.0282
21.44,39.0204,14.9959,24.0245
21.448,39.0918,15.071,24.0208
21.456,39.1631,15.146,24.0171
21.464000000000002,39.2344,15.221,24.0134
21.472,39.3058,15.296,24.0098
21.48,39.377,15.3709,24.0061
21.488,39.4482,15.4458,24.0024
21.496000000000002,39.5194,15.5207,23.9987
21.504,39.5905,15.5955,23.995
21.512,39.6616,15.6703,23.9913
21.52,39.7326,15.745,23.9876
21.528,39.8035,15.8196,23.9839
21.536,39.8744,15.8942,23.9802
21.544,39.9452,15.9687,23.9765
21.552,40.016,16.0432,23.9728
21.56,40.0867,16.1176,23.9691
21.568,40.1573,16.1919,23.9654
21.576,40.2278,16.2661,23.9617
21.584,40.298199999999994,16.3402,23.958
21.592,40.3685,16.4142,23.9543
21.6,40.4388,16.4882,23.9506
21.608,40.5089,16.562,23.9469
21.616,40.578900000000004,16.6357,23.9432
21.624,40.6489,16.7094,23.9395
21.632,40.7187,16.7829,23.9358
21.64,40.7883,16.8562,23.9321
21.648,40.8579,16.9295,23.9284
21.656,40.9273,17.0026,23.9247
21.664,40.996700000000004,17.0757,23.921
21.672,41.065799999999996,17.1485,23.9173
21.68,41.1349,17.2213,23.9136
21.688,41.2037,17.2938,23.9099
21.696,41.272499999999994,17.3663,23.9062
21.704,41.341,17.4386,23.9024
21.712,41.409400000000005,17.5107,23.8987
21.72,41.477599999999995,17.5826,23.895
21.728,41.5457,17.6544,23.8913
21.736,41.613699999999994,17.7261,23.8876
21.744,41.6814,17.7975,23.8839
21.752,41.748999999999995,17.8688,23.8802
21.76,41.8164,17.9399,23.8765
21.768,41.8835,18.0108,23.8727
21.776,41.9505,18.0815,23.869
21.784,42.017300000000006,18.152,23.8653
21.792,42.0839,18.2223,23.8616
21.8,42.1503,18.2924,23.8579
21.808,42.216499999999996,18.3623,23.8542
21.816,42.282399999999996,18.432,23.8504
21.824,42.3482,18.5015,23.8467
21.832,42.4137,18.5707,23.843
