,time_min,intensity_mV
2905,24.20833,31
2906,24.21667,31
2907,24.225,31
2908,24.23333,32
2909,24.24167,32
2910,24.25,32
2911,24.25833,31
2912,24.26667,31
2913,24.275,31
2914,24.28333,31
2915,24.29167,31
2916,24.3,31
2917,24.30833,31
2918,24.31667,31
2919,24.325,31
2920,24.33333,30
2921,24.34167,30
2922,24.35,30
2923,24.35833,30
2924,24.36667,30
2925,24.375,30
2926,24.38333,30
2927,24.39167,30
2928,24.4,30
2929,24.40833,31
2930,24.41667,31
2931,24.425,31
2932,24.43333,31
2933,24.44167,32
2934,24.45,32
2935,24.45833,32
2936,24.46667,32
2937,24.475,32
2938,24.48333,32
2939,24.49167,31
2940,24.5,31
2941,24.50833,31
2942,24.51667,32
2943,24.525,32
2944,24.53333,32
2945,24.54167,32
2946,24.55,32
2947,24.55833,32
2948,24.56667,32
2949,24.575,31
2950,24.58333,31
2951,24.59167,32
2952,24.6,31
2953,24.60833,31
2954,24.61667,31
2955,24.625,31
2956,24.63333,31
2957,24.64167,31
2958,24.65,31
2959,24.65833,31
2960,24.66667,31
2961,24.675,31
2962,24.68333,31
2963,24.69167,31
2964,24.7,31
2965,24.70833,31
2966,24.71667,31
2967,24.725,31
2968,24.73333,31
2969,24.74167,31
2970,24.75,31
2971,24.75833,31
2972,24.76667,31
2973,24.775,31
2974,24.78333,31
2975,24.79167,31
2976,24.8,30
2977,24.80833,30
2978,24.81667,30
2979,24.825,31
2980,24.83333,31
2981,24.84167,31
2982,24.85,31
2983,24.85833,31
2984,24.86667,31
2985,24.875,31
2986,24.88333,32
2987,24.89167,32
2988,24.9,31
2989,24.90833,31
2990,24.91667,32
2991,24.925,32
2992,24.93333,32
2993,24.94167,32
2994,24.95,32
2995,24.95833,32
2996,24.96667,31
2997,24.975,31
2998,24.98333,31
2999,24.99167,31
3000,25.0,31
3001,25.00833,31
3002,25.01667,30
3003,25.025,30
3004,25.03333,30
3005,25.04167,30
3006,25.05,30
3007,25.05833,30
3008,25.06667,30
3009,25.075,31
3010,25.08333,31
3011,25.09167,31
3012,25.1,31
3013,25.10833,31
3014,25.11667,31
3015,25.125,30
3016,25.13333,30
3017,25.14167,30
3018,25.15,30
3019,25.15833,30
3020,25.16667,30
3021,25.175,30
3022,25.18333,30
3023,25.19167,30
3024,25.2,29
3025,25.20833,29
3026,25.21667,29
3027,25.225,29
3028,25.23333,29
3029,25.24167,29
3030,25.25,29
3031,25.25833,29
3032,25.26667,29
3033,25.275,29
3034,25.28333,29
3035,25.29167,29
3036,25.3,29
3037,25.30833,28
3038,25.31667,28
3039,25.325,28
3040,25.33333,28
3041,25.34167,28
3042,25.35,28
3043,25.35833,29
3044,25.36667,29
3045,25.375,29
3046,25.38333,29
3047,25.39167,29
3048,25.4,28
3049,25.40833,28
3050,25.41667,28
3051,25.425,28
3052,25.43333,29
3053,25.44167,29
3054,25.45,29
3055,25.45833,30
3056,25.46667,30
3057,25.475,30
3058,25.48333,30
3059,25.49167,30
3060,25.5,30
3061,25.50833,30
3062,25.51667,30
3063,25.525,29
3064,25.53333,29
3065,25.54167,29
3066,25.55,29
3067,25.55833,29
3068,25.56667,29
3069,25.575,29
3070,25.58333,29
3071,25.59167,29
3072,25.6,29
3073,25.60833,29
3074,25.61667,29
3075,25.625,29
3076,25.63333,29
3077,25.64167,29
3078,25.65,29
3079,25.65833,29
3080,25.66667,29
3081,25.675,29
3082,25.68333,29
3083,25.69167,29
3084,25.7,29
3085,25.70833,29
3086,25.71667,29
3087,25.725,29
3088,25.73333,29
3089,25.74167,29
3090,25.75,29
3091,25.75833,29
3092,25.76667,29
3093,25.775,29
3094,25.78333,29
3095,25.79167,29
3096,25.8,29
3097,25.80833,29
3098,25.81667,29
3099,25.825,29
3100,25.83333,29
3101,25.84167,29
3102,25.85,29
3103,25.85833,29
3104,25.86667,30
3105,25.875,30
3106,25.88333,30
3107,25.89167,30
3108,25.9,30
3109,25.90833,30
3110,25.91667,30
3111,25.925,30
3112,25.93333,30
3113,25.94167,30
3114,25.95,30
3115,25.95833,29
3116,25.96667,30
3117,25.975,30
3118,25.98333,30
3119,25.99167,30
3120,26.0,30
3121,26.00833,29
3122,26.01667,29
3123,26.025,29
3124,26.03333,29
3125,26.04167,29
3126,26.05,29
3127,26.05833,29
3128,26.06667,30
3129,26.075,30
3130,26.08333,30
3131,26.09167,30
3132,26.1,30
3133,26.10833,30
3134,26.11667,30
3135,26.125,30
3136,26.13333,30
3137,26.14167,30
3138,26.15,30
3139,26.15833,30
3140,26.16667,31
3141,26.175,30
3142,26.18333,30
3143,26.19167,30
3144,26.2,30
3145,26.20833,30
3146,26.21667,30
3147,26.225,30
3148,26.23333,30
3149,26.24167,30
3150,26.25,30
3151,26.25833,30
3152,26.26667,30
3153,26.275,30
3154,26.28333,30
3155,26.29167,30
3156,26.3,30
3157,26.30833,31
3158,26.31667,31
3159,26.325,31
3160,26.33333,31
3161,26.34167,31
3162,26.35,31
3163,26.35833,31
3164,26.36667,31
3165,26.375,31
3166,26.38333,31
3167,26.39167,31
3168,26.4,31
3169,26.40833,31
3170,26.41667,31
3171,26.425,31
3172,26.43333,31
3173,26.44167,31
3174,26.45,31
3175,26.45833,31
3176,26.46667,30
3177,26.475,30
3178,26.48333,30
3179,26.49167,30
3180,26.5,30
3181,26.50833,30
3182,26.51667,30
3183,26.525,30
3184,26.53333,30
3185,26.54167,30
3186,26.55,30
3187,26.55833,30
3188,26.56667,30
3189,26.575,30
3190,26.58333,30
3191,26.59167,30
3192,26.6,31
3193,26.60833,31
3194,26.61667,31
3195,26.625,31
3196,26.63333,31
3197,26.64167,31
3198,26.65,31
3199,26.65833,31
3200,26.66667,31
3201,26.675,30
3202,26.68333,30
3203,26.69167,30
3204,26.7,30
3205,26.70833,30
3206,26.71667,30
3207,26.725,30
3208,26.73333,29
3209,26.74167,29
3210,26.75,29
3211,26.75833,28
3212,26.76667,28
3213,26.775,28
3214,26.78333,28
3215,26.79167,28
3216,26.8,28
3217,26.80833,27
3218,26.81667,27
3219,26.825,26
3220,26.83333,25
3221,26.84167,25
3222,26.85,24
3223,26.85833,23
3224,26.86667,23
3225,26.875,22
3226,26.88333,21
3227,26.89167,20
3228,26.9,19
3229,26.90833,18
3230,26.91667,17
3231,26.925,17
3232,26.93333,16
3233,26.94167,15
3234,26.95,14
3235,26.95833,12
3236,26.96667,11
3237,26.975,10
3238,26.98333,8
3239,26.99167,7
3240,27.0,6
3241,27.00833,4
3242,27.01667,3
3243,27.025,2
3244,27.03333,0
3245,27.04167,-2
3246,27.05,-3
3247,27.05833,-5
3248,27.06667,-6
3249,27.075,-8
3250,27.08333,-10
3251,27.09167,-12
3252,27.1,-14
3253,27.10833,-16
3254,27.11667,-18
3255,27.125,-20
3256,27.13333,-22
3257,27.14167,-24
3258,27.15,-26
3259,27.15833,-28
3260,27.16667,-30
3261,27.175,-32
3262,27.18333,-35
3263,27.19167,-37
3264,27.2,-39
3265,27.20833,-41
3266,27.21667,-43
3267,27.225,-46
3268,27.23333,-48
3269,27.24167,-50
3270,27.25,-52
3271,27.25833,-54
3272,27.26667,-56
3273,27.275,-58
3274,27.28333,-60
3275,27.29167,-62
3276,27.3,-64
3277,27.30833,-66
3278,27.31667,-68
3279,27.325,-69
3280,27.33333,-71
3281,27.34167,-73
3282,27.35,-75
3283,27.35833,-76
3284,27.36667,-78
3285,27.375,-79
3286,27.38333,-81
3287,27.39167,-83
3288,27.4,-85
3289,27.40833,-87
3290,27.41667,-88
3291,27.425,-90
3292,27.43333,-91
3293,27.44167,-92
3294,27.45,-93
3295,27.45833,-94
3296,27.46667,-95
3297,27.475,-96
3298,27.48333,-97
3299,27.49167,-98
3300,27.5,-99
3301,27.50833,-100
3302,27.51667,-100
3303,27.525,-101
3304,27.53333,-101
3305,27.54167,-102
3306,27.55,-102
3307,27.55833,-103
3308,27.56667,-103
3309,27.575,-104
3310,27.58333,-104
3311,27.59167,-104
3312,27.6,-105
3313,27.60833,-105
3314,27.61667,-105
3315,27.625,-104
3316,27.63333,-104
3317,27.64167,-103
3318,27.65,-103
3319,27.65833,-102
3320,27.66667,-102
3321,27.675,-101
3322,27.68333,-101
3323,27.69167,-100
3324,27.7,-99
3325,27.70833,-98
3326,27.71667,-97
3327,27.725,-96
3328,27.73333,-95
3329,27.74167,-94
3330,27.75,-92
3331,27.75833,-91
3332,27.76667,-90
3333,27.775,-88
3334,27.78333,-87
3335,27.79167,-85
3336,27.8,-84
3337,27.80833,-82
3338,27.81667,-81
3339,27.825,-79
3340,27.83333,-77
3341,27.84167,-75
3342,27.85,-74
3343,27.85833,-72
3344,27.86667,-70
3345,27.875,-69
3346,27.88333,-67
3347,27.89167,-65
3348,27.9,-63
3349,27.90833,-61
3350,27.91667,-59
3351,27.925,-57
3352,27.93333,-56
3353,27.94167,-54
3354,27.95,-52
3355,27.95833,-50
3356,27.96667,-49
3357,27.975,-46
3358,27.98333,-44
3359,27.99167,-42
3360,28.0,-40
3361,28.00833,-38
3362,28.01667,-36
3363,28.025,-34
3364,28.03333,-33
3365,28.04167,-31
3366,28.05,-29
3367,28.05833,-28
3368,28.06667,-26
3369,28.075,-24
3370,28.08333,-23
3371,28.09167,-21
3372,28.1,-20
3373,28.10833,-19
3374,28.11667,-17
3375,28.125,-16
3376,28.13333,-15
3377,28.14167,-13
3378,28.15,-12
3379,28.15833,-10
3380,28.16667,-9
3381,28.175,-8
3382,28.18333,-7
3383,28.19167,-6
3384,28.2,-4
3385,28.20833,-4
3386,28.21667,-3
3387,28.225,-2
3388,28.23333,-1
3389,28.24167,1
3390,28.25,2
3391,28.25833,3
3392,28.26667,3
3393,28.275,4
3394,28.28333,4
3395,28.29167,4
3396,28.3,5
3397,28.30833,5
3398,28.31667,5
3399,28.325,6
3400,28.33333,7
3401,28.34167,8
3402,28.35,8
3403,28.35833,9
3404,28.36667,9
3405,28.375,10
3406,28.38333,11
3407,28.39167,11
3408,28.4,12
3409,28.40833,12
3410,28.41667,13
3411,28.425,13
3412,28.43333,14
3413,28.44167,14
3414,28.45,14
3415,28.45833,14
3416,28.46667,14
3417,28.475,14
3418,28.48333,15
3419,28.49167,15
3420,28.5,15
3421,28.50833,15
3422,28.51667,15
3423,28.525,15
3424,28.53333,14
3425,28.54167,14
3426,28.55,14
3427,28.55833,14
3428,28.56667,13
3429,28.575,13
3430,28.58333,13
3431,28.59167,13
3432,28.6,13
3433,28.60833,12
3434,28.61667,12
3435,28.625,11
3436,28.63333,11
3437,28.64167,11
3438,28.65,11
3439,28.65833,11
3440,28.66667,11
3441,28.675,10
3442,28.68333,10
3443,28.69167,10
3444,28.7,9
3445,28.70833,8
3446,28.71667,8
3447,28.725,7
3448,28.73333,7
3449,28.74167,7
3450,28.75,6
3451,28.75833,5
3452,28.76667,5
3453,28.775,4
3454,28.78333,4
3455,28.79167,3
3456,28.8,2
3457,28.80833,1
3458,28.81667,1
3459,28.825,0
3460,28.83333,-1
3461,28.84167,-1
3462,28.85,-2
3463,28.85833,-2
3464,28.86667,-3
3465,28.875,-4
3466,28.88333,-4
3467,28.89167,-5
3468,28.9,-5
3469,28.90833,-6
3470,28.91667,-7
3471,28.925,-8
3472,28.93333,-9
3473,28.94167,-9
3474,28.95,-10
3475,28.95833,-12
3476,28.96667,-13
3477,28.975,-13
3478,28.98333,-14
3479,28.99167,-15
3480,29.0,-16
3481,29.00833,-16
3482,29.01667,-17
3483,29.025,-17
3484,29.03333,-18
3485,29.04167,-18
3486,29.05,-19
3487,29.05833,-20
3488,29.06667,-20
3489,29.075,-21
3490,29.08333,-22
3491,29.09167,-22
3492,29.1,-23
3493,29.10833,-23
3494,29.11667,-24
3495,29.125,-25
3496,29.13333,-26
3497,29.14167,-27
3498,29.15,-27
3499,29.15833,-27
3500,29.16667,-27
3501,29.175,-27
3502,29.18333,-28
3503,29.19167,-28
3504,29.2,-29
3505,29.20833,-29
3506,29.21667,-29
3507,29.225,-29
3508,29.23333,-30
3509,29.24167,-30
3510,29.25,-30
3511,29.25833,-30
3512,29.26667,-31
3513,29.275,-31
3514,29.28333,-31
3515,29.29167,-31
3516,29.3,-31
3517,29.30833,-31
3518,29.31667,-31
3519,29.325,-30
3520,29.33333,-30
3521,29.34167,-30
3522,29.35,-30
3523,29.35833,-30
3524,29.36667,-29
3525,29.375,-29
3526,29.38333,-29
3527,29.39167,-29
3528,29.4,-28
3529,29.40833,-28
3530,29.41667,-27
3531,29.425,-27
3532,29.43333,-26
3533,29.44167,-26
3534,29.45,-26
3535,29.45833,-25
3536,29.46667,-24
3537,29.475,-24
3538,29.48333,-23
3539,29.49167,-23
3540,29.5,-23
3541,29.50833,-22
3542,29.51667,-22
3543,29.525,-21
3544,29.53333,-21
3545,29.54167,-20
3546,29.55,-19
3547,29.55833,-18
3548,29.56667,-17
3549,29.575,-17
3550,29.58333,-16
3551,29.59167,-15
3552,29.6,-15
3553,29.60833,-14
3554,29.61667,-13
3555,29.625,-12
3556,29.63333,-11
3557,29.64167,-11
3558,29.65,-11
3559,29.65833,-10
3560,29.66667,-9
3561,29.675,-9
3562,29.68333,-8
3563,29.69167,-7
3564,29.7,-6
3565,29.70833,-5
3566,29.71667,-4
3567,29.725,-4
3568,29.73333,-3
3569,29.74167,-2
3570,29.75,-2
3571,29.75833,-1
3572,29.76667,0
3573,29.775,0
3574,29.78333,1
3575,29.79167,1
3576,29.8,2
3577,29.80833,3
3578,29.81667,3
3579,29.825,3
3580,29.83333,4
3581,29.84167,5
3582,29.85,5
3583,29.85833,6
3584,29.86667,6
3585,29.875,7
3586,29.88333,8
3587,29.89167,8
3588,29.9,8
3589,29.90833,8
3590,29.91667,9
3591,29.925,9
3592,29.93333,9
3593,29.94167,9
3594,29.95,10
3595,29.95833,10
3596,29.96667,11
3597,29.975,12
3598,29.98333,12
3599,29.99167,12
3600,30.0,12
3601,30.00833,12
3602,30.01667,13
3603,30.025,13
3604,30.03333,13
3605,30.04167,13
3606,30.05,13
3607,30.05833,13
3608,30.06667,14
3609,30.075,14
3610,30.08333,15
3611,30.09167,15
3612,30.1,15
3613,30.10833,16
3614,30.11667,16
3615,30.125,16
3616,30.13333,16
3617,30.14167,16
3618,30.15,16
3619,30.15833,16
3620,30.16667,16
3621,30.175,16
3622,30.18333,17
3623,30.19167,17
3624,30.2,17
3625,30.20833,17
3626,30.21667,17
3627,30.225,18
3628,30.23333,17
3629,30.24167,17
3630,30.25,17
3631,30.25833,17
3632,30.26667,18
3633,30.275,18
3634,30.28333,18
3635,30.29167,18
3636,30.3,18
3637,30.30833,19
3638,30.31667,19
3639,30.325,19
3640,30.33333,19
3641,30.34167,19
3642,30.35,20
3643,30.35833,19
3644,30.36667,19
3645,30.375,20
3646,30.38333,20
3647,30.39167,20
3648,30.4,20
3649,30.40833,20
3650,30.41667,20
3651,30.425,20
3652,30.43333,20
3653,30.44167,19
3654,30.45,19
3655,30.45833,19
3656,30.46667,20
3657,30.475,20
3658,30.48333,20
3659,30.49167,20
3660,30.5,20
3661,30.50833,21
3662,30.51667,21
3663,30.525,21
3664,30.53333,21
3665,30.54167,21
3666,30.55,21
3667,30.55833,21
3668,30.56667,21
3669,30.575,22
3670,30.58333,22
3671,30.59167,22
3672,30.6,22
3673,30.60833,23
3674,30.61667,23
3675,30.625,23
3676,30.63333,23
3677,30.64167,23
3678,30.65,23
3679,30.65833,23
3680,30.66667,24
3681,30.675,23
3682,30.68333,23
3683,30.69167,23
3684,30.7,23
3685,30.70833,23
3686,30.71667,23
3687,30.725,23
3688,30.73333,23
3689,30.74167,23
3690,30.75,23
3691,30.75833,23
3692,30.76667,23
3693,30.775,23
3694,30.78333,23
3695,30.79167,23
3696,30.8,23
3697,30.80833,24
3698,30.81667,24
3699,30.825,24
3700,30.83333,24
3701,30.84167,24
3702,30.85,25
3703,30.85833,25
3704,30.86667,25
3705,30.875,25
3706,30.88333,25
3707,30.89167,25
3708,30.9,26
3709,30.90833,25
3710,30.91667,25
3711,30.925,25
3712,30.93333,24
3713,30.94167,24
3714,30.95,25
3715,30.95833,25
3716,30.96667,25
3717,30.975,25
3718,30.98333,25
3719,30.99167,26
3720,31.0,26
3721,31.00833,26
3722,31.01667,26
3723,31.025,26
3724,31.03333,26
3725,31.04167,26
3726,31.05,26
3727,31.05833,26
3728,31.06667,26
3729,31.075,26
3730,31.08333,26
3731,31.09167,26
3732,31.1,26
3733,31.10833,27
3734,31.11667,27
3735,31.125,27
3736,31.13333,27
3737,31.14167,26
3738,31.15,26
3739,31.15833,27
3740,31.16667,26
3741,31.175,26
3742,31.18333,26
3743,31.19167,26
3744,31.2,26
3745,31.20833,27
3746,31.21667,27
3747,31.225,27
3748,31.23333,27
3749,31.24167,28
3750,31.25,28
3751,31.25833,27
3752,31.26667,27
3753,31.275,27
3754,31.28333,27
3755,31.29167,28
3756,31.3,28
3757,31.30833,28
3758,31.31667,28
3759,31.325,28
3760,31.33333,28
3761,31.34167,28
3762,31.35,28
3763,31.35833,28
3764,31.36667,29
3765,31.375,29
3766,31.38333,30
3767,31.39167,30
3768,31.4,30
3769,31.40833,30
3770,31.41667,30
3771,31.425,30
3772,31.43333,30
3773,31.44167,30
3774,31.45,30
3775,31.45833,30
3776,31.46667,30
3777,31.475,31
3778,31.48333,31
3779,31.49167,31
3780,31.5,32
3781,31.50833,32
3782,31.51667,32
3783,31.525,32
3784,31.53333,32
3785,31.54167,32
3786,31.55,32
3787,31.55833,32
3788,31.56667,32
3789,31.575,32
3790,31.58333,31
3791,31.59167,31
3792,31.6,31
3793,31.60833,31
3794,31.61667,31
3795,31.625,32
3796,31.63333,32
3797,31.64167,32
3798,31.65,32
3799,31.65833,32
3800,31.66667,32
3801,31.675,32
3802,31.68333,32
3803,31.69167,32
3804,31.7,33
3805,31.70833,33
3806,31.71667,33
3807,31.725,33
3808,31.73333,33
3809,31.74167,33
3810,31.75,32
3811,31.75833,32
3812,31.76667,32
3813,31.775,32
3814,31.78333,32
3815,31.79167,32
3816,31.8,32
3817,31.80833,32
3818,31.81667,32
3819,31.825,32
3820,31.83333,32
3821,31.84167,32
3822,31.85,32
3823,31.85833,32
3824,31.86667,32
3825,31.875,32
3826,31.88333,32
3827,31.89167,33
3828,31.9,33
3829,31.90833,33
3830,31.91667,33
3831,31.925,32
3832,31.93333,32
3833,31.94167,32
3834,31.95,32
3835,31.95833,32
3836,31.96667,32
3837,31.975,32
3838,31.98333,33
3839,31.99167,33
3840,32.0,33
3841,32.00833,33
3842,32.01667,33
3843,32.025,33
3844,32.03333,33
3845,32.04167,33
3846,32.05,32
3847,32.05833,32
3848,32.06667,32
3849,32.075,32
3850,32.08333,33
3851,32.09167,33
3852,32.1,33
3853,32.10833,33
3854,32.11667,33
3855,32.125,32
3856,32.13333,32
3857,32.14167,32
3858,32.15,32
3859,32.15833,32
3860,32.16667,32
3861,32.175,32
3862,32.18333,31
3863,32.19167,31
3864,32.2,31
3865,32.20833,31
3866,32.21667,31
3867,32.225,32
3868,32.23333,32
3869,32.24167,32
3870,32.25,32
3871,32.25833,31
3872,32.26667,31
3873,32.275,31
3874,32.28333,31
3875,32.29167,31
3876,32.3,31
3877,32.30833,31
3878,32.31667,31
3879,32.325,31
3880,32.33333,31
3881,32.34167,31
3882,32.35,31
3883,32.35833,31
3884,32.36667,31
3885,32.375,31
3886,32.38333,31
3887,32.39167,30
3888,32.4,30
3889,32.40833,30
3890,32.41667,30
3891,32.425,30
3892,32.43333,30
3893,32.44167,30
3894,32.45,30
3895,32.45833,30
3896,32.46667,30
3897,32.475,29
3898,32.48333,29
3899,32.49167,29
3900,32.5,29
3901,32.50833,29
3902,32.51667,29
3903,32.525,29
3904,32.53333,29
3905,32.54167,29
3906,32.55,29
3907,32.55833,29
3908,32.56667,29
3909,32.575,29
3910,32.58333,28
3911,32.59167,28
3912,32.6,28
3913,32.60833,28
3914,32.61667,28
3915,32.625,28
3916,32.63333,28
3917,32.64167,28
3918,32.65,28
3919,32.65833,28
3920,32.66667,28
3921,32.675,28
3922,32.68333,28
3923,32.69167,28
3924,32.7,28
3925,32.70833,28
3926,32.71667,28
3927,32.725,27
3928,32.73333,27
3929,32.74167,27
3930,32.75,27
3931,32.75833,27
3932,32.76667,27
3933,32.775,27
3934,32.78333,26
3935,32.79167,26
3936,32.8,26
3937,32.80833,27
3938,32.81667,27
3939,32.825,27
3940,32.83333,27
3941,32.84167,27
3942,32.85,26
3943,32.85833,26
3944,32.86667,26
3945,32.875,26
3946,32.88333,26
3947,32.89167,25
3948,32.9,25
3949,32.90833,25
3950,32.91667,25
3951,32.925,25
3952,32.93333,25
3953,32.94167,25
3954,32.95,25
3955,32.95833,25
3956,32.96667,24
3957,32.975,24
3958,32.98333,24
3959,32.99167,24
3960,33.0,24
3961,33.00833,24
3962,33.01667,24
3963,33.025,24
3964,33.03333,24
3965,33.04167,24
3966,33.05,24
3967,33.05833,24
3968,33.06667,25
3969,33.075,25
3970,33.08333,25
3971,33.09167,25
3972,33.1,25
3973,33.10833,25
3974,33.11667,24
3975,33.125,25
3976,33.13333,25
3977,33.14167,25
3978,33.15,25
3979,33.15833,25
3980,33.16667,25
3981,33.175,25
3982,33.18333,24
3983,33.19167,24
3984,33.2,24
3985,33.20833,24
3986,33.21667,23
3987,33.225,23
3988,33.23333,23
3989,33.24167,24
3990,33.25,24
3991,33.25833,24
3992,33.26667,24
3993,33.275,24
3994,33.28333,24
3995,33.29167,24
3996,33.3,25
3997,33.30833,25
3998,33.31667,24
3999,33.325,24
4000,33.33333,24
4001,33.34167,24
4002,33.35,24
4003,33.35833,24
4004,33.36667,24
4005,33.375,24
4006,33.38333,24
4007,33.39167,24
4008,33.4,24
4009,33.40833,25
4010,33.41667,25
4011,33.425,25
4012,33.43333,25
4013,33.44167,24
4014,33.45,24
4015,33.45833,24
4016,33.46667,24
4017,33.475,24
4018,33.48333,24
4019,33.49167,24
4020,33.5,24
4021,33.50833,24
4022,33.51667,24
4023,33.525,24
4024,33.53333,24
4025,33.54167,24
4026,33.55,24
4027,33.55833,24
4028,33.56667,24
4029,33.575,24
4030,33.58333,24
4031,33.59167,24
4032,33.6,25
4033,33.60833,25
4034,33.61667,25
4035,33.625,25
4036,33.63333,25
4037,33.64167,25
4038,33.65,25
4039,33.65833,26
4040,33.66667,25
4041,33.675,25
4042,33.68333,25
4043,33.69167,25
4044,33.7,25
4045,33.70833,25
4046,33.71667,25
4047,33.725,26
4048,33.73333,26
4049,33.74167,26
4050,33.75,26
4051,33.75833,25
4052,33.76667,25
4053,33.775,25
4054,33.78333,25
4055,33.79167,25
4056,33.8,25
4057,33.80833,25
4058,33.81667,25
4059,33.825,25
4060,33.83333,25
4061,33.84167,25
4062,33.85,25
4063,33.85833,25
4064,33.86667,25
4065,33.875,25
4066,33.88333,25
4067,33.89167,26
4068,33.9,26
4069,33.90833,26
4070,33.91667,26
4071,33.925,27
4072,33.93333,27
4073,33.94167,27
4074,33.95,26
4075,33.95833,26
4076,33.96667,26
4077,33.975,26
4078,33.98333,26
4079,33.99167,26
4080,34.0,26
4081,34.00833,26
4082,34.01667,26
4083,34.025,26
4084,34.03333,25
4085,34.04167,25
4086,34.05,25
4087,34.05833,25
4088,34.06667,26
4089,34.075,26
4090,34.08333,26
4091,34.09167,26
4092,34.1,26
4093,34.10833,26
4094,34.11667,26
4095,34.125,26
4096,34.13333,26
4097,34.14167,26
4098,34.15,26
4099,34.15833,26
4100,34.16667,26
4101,34.175,26
4102,34.18333,26
4103,34.19167,26
4104,34.2,26
4105,34.20833,25
4106,34.21667,26
4107,34.225,26
4108,34.23333,26
4109,34.24167,26
4110,34.25,26
4111,34.25833,26
4112,34.26667,26
4113,34.275,26
4114,34.28333,25
4115,34.29167,25
4116,34.3,25
4117,34.30833,26
4118,34.31667,26
4119,34.325,26
4120,34.33333,26
4121,34.34167,26
4122,34.35,27
4123,34.35833,27
4124,34.36667,26
4125,34.375,26
4126,34.38333,26
4127,34.39167,26
4128,34.4,26
4129,34.40833,26
4130,34.41667,26
4131,34.425,26
4132,34.43333,25
4133,34.44167,25
4134,34.45,25
4135,34.45833,25
4136,34.46667,25
4137,34.475,25
4138,34.48333,25
4139,34.49167,26
4140,34.5,26
4141,34.50833,26
4142,34.51667,26
4143,34.525,26
4144,34.53333,25
4145,34.54167,25
4146,34.55,25
4147,34.55833,25
4148,34.56667,25
4149,34.575,25
4150,34.58333,25
4151,34.59167,25
4152,34.6,25
4153,34.60833,25
4154,34.61667,26
4155,34.625,26
4156,34.63333,26
4157,34.64167,25
4158,34.65,25
4159,34.65833,25
4160,34.66667,25
4161,34.675,25
4162,34.68333,26
4163,34.69167,26
4164,34.7,26
4165,34.70833,26
4166,34.71667,25
4167,34.725,25
4168,34.73333,25
4169,34.74167,25
4170,34.75,25
4171,34.75833,25
4172,34.76667,25
4173,34.775,25
4174,34.78333,25
4175,34.79167,25
4176,34.8,25
4177,34.80833,25
4178,34.81667,25
4179,34.825,25
4180,34.83333,26
4181,34.84167,26
4182,34.85,25
4183,34.85833,25
4184,34.86667,25
4185,34.875,25
4186,34.88333,24
4187,34.89167,25
4188,34.9,25
4189,34.90833,25
4190,34.91667,25
4191,34.925,25
4192,34.93333,25
4193,34.94167,25
4194,34.95,25
4195,34.95833,26
4196,34.96667,26
4197,34.975,25
4198,34.98333,25
4199,34.99167,25
4200,35.0,25
4201,35.00833,25
4202,35.01667,25
4203,35.025,24
4204,35.03333,24
4205,35.04167,24
4206,35.05,24
4207,35.05833,24
4208,35.06667,25
4209,35.075,25
4210,35.08333,25
4211,35.09167,25
4212,35.1,25
4213,35.10833,25
4214,35.11667,26
4215,35.125,26
4216,35.13333,26
4217,35.14167,26
4218,35.15,25
4219,35.15833,25
4220,35.16667,25
4221,35.175,25
4222,35.18333,25
4223,35.19167,25
4224,35.2,25
4225,35.20833,25
4226,35.21667,25
4227,35.225,25
4228,35.23333,25
4229,35.24167,26
4230,35.25,26
4231,35.25833,26
4232,35.26667,26
4233,35.275,26
4234,35.28333,26
4235,35.29167,26
4236,35.3,26
4237,35.30833,26
4238,35.31667,26
4239,35.325,26
4240,35.33333,26
4241,35.34167,26
4242,35.35,26
4243,35.35833,26
4244,35.36667,26
4245,35.375,26
4246,35.38333,25
4247,35.39167,26
4248,35.4,26
4249,35.40833,26
4250,35.41667,26
4251,35.425,26
4252,35.43333,26
4253,35.44167,25
4254,35.45,24
4255,35.45833,24
4256,35.46667,25
4257,35.475,25
4258,35.48333,25
4259,35.49167,25
4260,35.5,25
4261,35.50833,25
4262,35.51667,25
4263,35.525,26
4264,35.53333,26
4265,35.54167,26
4266,35.55,26
4267,35.55833,26
4268,35.56667,26
4269,35.575,26
4270,35.58333,26
4271,35.59167,26
4272,35.6,25
4273,35.60833,25
4274,35.61667,25
4275,35.625,25
4276,35.63333,25
4277,35.64167,25
4278,35.65,26
4279,35.65833,26
4280,35.66667,25
4281,35.675,25
4282,35.68333,25
4283,35.69167,24
4284,35.7,24
4285,35.70833,24
4286,35.71667,24
4287,35.725,24
4288,35.73333,24
4289,35.74167,25
4290,35.75,25
4291,35.75833,25
4292,35.76667,25
4293,35.775,25
4294,35.78333,25
4295,35.79167,26
4296,35.8,26
4297,35.80833,26
4298,35.81667,26
4299,35.825,26
4300,35.83333,25
4301,35.84167,25
4302,35.85,25
4303,35.85833,24
4304,35.86667,24
4305,35.875,25
4306,35.88333,25
4307,35.89167,25
4308,35.9,25
4309,35.90833,25
4310,35.91667,25
4311,35.925,25
4312,35.93333,25
4313,35.94167,25
4314,35.95,25
4315,35.95833,25
4316,35.96667,25
4317,35.975,25
4318,35.98333,25
4319,35.99167,24
4320,36.0,24
4321,36.00833,24
4322,36.01667,25
4323,36.025,25
4324,36.03333,24
