time,signal_1,signal_2,signal
3.59,4.772462393411402e-08,1.7033462016262808e-10,4.789495855427664e-08
3.6,5.0881402816450386e-08,1.826944081672919e-10,5.106409722461768e-08
3.61,5.424156463490528e-08,1.9593145061136845e-10,5.443749608551665e-08
3.62,5.7817846426756215e-08,2.1010656539707375e-10,5.802795299215329e-08
3.63,6.162375872274116e-08,2.2528468211232355e-10,6.184904340485349e-08
3.64,6.567363096361126e-08,2.4153511259156524e-10,6.591516607620283e-08
3.65,6.998265948579804e-08,2.5893183876638536e-10,7.024159132456443e-08
3.66,7.456695821558504e-08,2.7755381887605066e-10,7.48445120344611e-08
3.67,7.944361221836016e-08,2.9748531317196273e-10,7.974109753153212e-08
3.68,8.463073425711156e-08,3.1881623031767773e-10,8.494955048742924e-08
3.69,9.014752452224551e-08,3.4164249575761655e-10,9.048916701800312e-08
3.7,9.601433370312337e-08,3.660664434031169e-10,9.638040014652648e-08
3.71,1.0225272958043991e-07,3.9219723206439426e-10,1.026449268125043e-07
3.72,1.088855673277068e-07,4.201512881413913e-10,1.0930571861584819e-07
3.73,1.1593706371967011e-07,4.5005277617564054e-10,1.1638711649584575e-07
3.74,1.2343287545556326e-07,4.82034098959649e-10,1.2391490955452293e-07
3.75,1.314001818155884e-07,5.162364289997347e-10,1.3191641824458813e-07
3.7600000000000002,1.3986777188006126e-07,5.528102732335909e-10,1.4042058215329486e-07
3.77,1.488661365522016e-07,5.919160730148324e-10,1.4945805262521645e-07
3.7800000000000002,1.584275656376455e-07,6.337248414941899e-10,1.590612904791397e-07
3.79,1.685862502464201e-07,6.784188406508578e-10,1.6926466908707095e-07
3.8000000000000003,1.7937839079640925e-07,7.261923003583628e-10,1.8010458309676762e-07
3.81,1.908423109111866e-07,7.772521820073078e-10,1.9161956309319392e-07
3.8200000000000003,2.0301857751968055e-07,8.318189893532178e-10,2.0385039650903376e-07
3.83,2.159501274803154e-07,8.90127629411397e-10,2.168402551097268e-07
3.84,2.2968240106821186e-07,9.524283263831348e-10,2.30634829394595e-07
3.85,2.4426348268070445e-07,1.0189875917687368e-09,2.452824702724732e-07
3.86,2.5974424913385315e-07,1.0900892540036512e-09,2.608343383878568e-07
3.87,2.76178525940859e-07,1.1660355511443877e-09,2.773445614920034e-07
3.88,2.936232519823931e-07,1.2471482903319697e-09,2.9487040027272504e-07
3.89,3.121386529987659e-07,1.3337700779726934e-09,3.134724230767386e-07
3.9,3.317884243547305e-07,1.4262656247992204e-09,3.332146899795297e-07
3.91,3.526399235495381e-07,1.5250231302108536e-09,3.5416494667974895e-07
3.92,3.747643729676039e-07,1.630455750540013e-09,3.763948287181439e-07
3.93,3.9823707338901785e-07,1.7430031561537817e-09,3.999800765451716e-07
3.94,4.2313762880398783e-07,1.86313318257517e-09,4.25000761986563e-07
3.95,4.4955018310132454e-07,1.991343581099415e-09,4.5154152668242396e-07
3.96,4.775636692282275e-07,2.1281638746867275e-09,4.796918331029142e-07
3.97,5.072720714470499e-07,2.274157325235817e-09,5.095462287722857e-07
3.98,5.38774701344276e-07,2.429923018681557e-09,5.412046243629575e-07
3.99,5.721764882779897e-07,2.5960980747188454e-09,5.747725863527085e-07
4.0,6.075882849823286e-07,2.7733599883306343e-09,6.103616449706593e-07
4.01,6.451271890811751e-07,2.9624291106953103e-09,6.480896181918705e-07
4.0200000000000005,6.849168812985783e-07,3.164071277465837e-09,6.880809525760441e-07
4.03,7.270879811900108e-07,3.37910059285264e-09,7.304670817828635e-07
4.04,7.717784212570528e-07,3.60838237840498e-09,7.753868036354578e-07
4.05,8.191338403479174e-07,3.852836295871825e-09,8.229866766437891e-07
4.0600000000000005,8.693079972880236e-07,4.113439654035609e-09,8.734214369420592e-07
4.07,9.22463205728272e-07,4.391230909950851e-09,9.268544366382229e-07
4.08,9.78770791244118e-07,4.687313375586415e-09,9.834581046197044e-07
4.09,1.0384115717656327e-06,5.00285914146564e-09,1.0434144309070983e-06
4.1,1.101576362468231e-06,5.339113229525704e-09,1.1069154756977566e-06
4.11,1.1684665063049869e-06,5.697397988076134e-09,1.174163904293063e-06
4.12,1.239294431415013e-06,6.0791177424289305e-09,1.245373549157442e-06
4.13,1.3142842366982142e-06,6.485763715501211e-09,1.3207700004137154e-06
4.14,1.3936723069047392e-06,6.9189192334556885e-09,1.4005912261381948e-06
4.15,1.4777079586480055e-06,7.380265232249161e-09,1.4850882238802548e-06
4.16,1.5666541188132573e-06,7.871586081802908e-09,1.5745257048950601e-06
4.17,1.6607880368992047e-06,8.394775745397778e-09,1.6691828126446026e-06
4.18,1.7604020328985784e-06,8.951844292827381e-09,1.7693538771914058e-06
4.19,1.8658042823946179e-06,9.54492478682287e-09,1.8753492071814408e-06
4.2,1.9773196406244676e-06,1.017628056329015e-08,1.987495921187758e-06
4.21,2.0952905073377045e-06,1.0848312926981096e-08,2.1061388202646858e-06
4.22,2.220077734357901e-06,1.1563569285351242e-08,2.2316413036432524e-06
4.23,2.3520615778390837e-06,1.232475174454832e-08,2.364386329583632e-06
4.24,2.4916426972950993e-06,1.3134726192722253e-08,2.5047774234878216e-06
4.25,2.6392432035705734e-06,1.3996531897159608e-08,2.653239735467733e-06
4.26,2.795307758015465e-06,1.491339164311701e-08,2.810221149658582e-06
4.2700000000000005,2.9603047252230157e-06,1.5888722443672087e-08,2.976193447666688e-06
4.28,3.134727381791979e-06,1.6926146851422433e-08,3.1516535286434014e-06
4.29,3.319095183679538e-06,1.802950490444923e-08,3.337124688583987e-06
4.3,3.513955094820434e-06,1.9202866740624672e-08,3.5331579615610587e-06
4.3100000000000005,3.7198829798016167e-06,2.0450545916088125e-08,3.740333525717705e-06
4.32,3.937485063499851e-06,2.1777113465541358e-08,3.959262176965392e-06
4.33,4.167399460712351e-06,2.3187412743934023e-08,4.190586873456285e-06
4.34,4.410297778937308e-06,2.4686575091112656e-08,4.434984354028421e-06
4.3500000000000005,4.666886797594281e-06,2.628003636311787e-08,4.693166833957399e-06
4.36,4.9379102271104486e-06,2.797355437601245e-08,4.965883781486461e-06
4.37,5.224150551442437e-06,2.977322731044053e-08,5.253923778752878e-06
4.38,5.526430957749715e-06,3.16855131275291e-08,5.558116470877244e-06
4.39,5.84561735709005e-06,3.371725004928402e-08,5.879334607139334e-06
4.4,6.182620500165858e-06,3.587567815928185e-08,6.21849617832514e-06
4.41,6.5383981923151455e-06,3.816846218223732e-08,6.576566654497383e-06
4.42,6.913957612112398e-06,4.0603715503936114e-08,6.9545613276163345e-06
4.43,7.310357738120935e-06,4.319002549606308e-08,7.353547763616998e-06
4.44,7.728711888522921e-06,4.593648021364254e-08,7.774648368736564e-06
4.45,8.17019037854322e-06,4.885269653614123e-08,8.21904307507936e-06
4.46,8.636023300780987e-06,5.194884982677081e-08,8.687972150607758e-06
4.47,9.127503433766477e-06,5.5235705188171805e-08,9.182739138954648e-06
4.48,9.645989284273383e-06,5.8724650396478824e-08,9.704713934669862e-06
4.49,1.0192908269135294e-05,6.242773059975317e-08,1.0255335999735046e-05
4.5,1.0769760042543275e-05,6.63576848709461e-08,1.0836117727414222e-05
4.51,1.1378119975034592e-05,7.052798470990762e-08,1.1448647959744499e-05
4.5200000000000005,1.2019642790628274e-05,7.495287459352104e-08,1.2094595665221795e-05
4.53,1.2696066368812932e-05,7.964741467780383e-08,1.2775713783490735e-05
4.54,1.3409215718354753e-05,8.462752576079788e-08,1.349384324411555e-05
4.55,1.416100713016118e-05,8.99100366202649e-08,1.4250917166781444e-05
4.5600000000000005,1.4953452516715999e-05,9.551273384564585e-08,1.5048965250561645e-05
4.57,1.5788663945889064e-05,1.0145441428940998e-07,1.5890118360178475e-05
4.58,1.6668858377222827e-05,1.077549402688552e-07,1.6776613317491683e-05
4.59,1.7596362609104593e-05,1.1443529765559793e-07,1.771079790676019e-05
4.6000000000000005,1.8573618445553e-05,1.2151765699646614e-07,1.8695136102549464e-05
4.61,1.9603188091675758e-05,1.2902543781623594e-07,1.9732213529491994e-05
4.62,2.068775978719655e-05,1.3698337625971567e-07,2.0824743163456266e-05
4.63,2.1830153687797886e-05,1.4541759623800215e-07,2.1975571284035888e-05
4.64,2.3033328004392064e-05,1.5435568425141058e-07,2.3187683688643473e-05
4.65,2.4300385410805356e-05,1.6382676806958464e-07,2.4464212178874942e-05
4.66,2.5634579730745935e-05,1.7386159945760473e-07,2.580844133020354e-05
4.67,2.7039322915329306e-05,1.8449264114565441e-07,2.722381555647496e-05
4.68,2.8518192322839763e-05,1.957541582488236e-07,2.8713946481088587e-05
4.69,3.007493831283838e-05,2.076823143531273e-07,3.0282620627191507e-05
4.7,3.171349216715976e-05,2.2031527249364697e-07,3.193380743965341e-05
4.71,3.3437974350798e-05,2.3369330126099738e-07,3.3671667652058995e-05
4.72,3.525270312614038e-05,2.478588862830026e-07,3.5500562012423384e-05
4.73,3.7162203534495065e-05,2.628568473396447e-07,3.742506038183471e-05
4.74,3.917121675934816e-05,2.787344613809498e-07,3.944995122072911e-05
4.75,4.1284709886299984e-05,2.955415917296011e-07,4.158025147802959e-05
4.76,4.350788607515109e-05,3.1333082376265145e-07,4.3821216898913746e-05
4.7700000000000005,4.5846195160153535e-05,3.321576073798421e-07,4.6178352767533376e-05
4.78,4.830534469499683e-05,3.520804065797182e-07,4.8657425101576545e-05
4.79,5.08913114596766e-05,3.7316085647892357e-07,5.126447231615552e-05
4.8,5.3610353446976144e-05,3.954639281248935e-07,5.4005817375101036e-05
4.8100000000000005,5.64690223469078e-05,4.190581014675425e-07,5.6888080448375346e-05
4.82,5.9474176548077644e-05,4.4401554687158183e-07,5.9918192094949225e-05
4.83,6.263299467558903e-05,4.7041231556781676e-07,6.310340699115684e-05
4.84,6.595298968575217e-05,4.983285394590199e-07,6.645131822521119e-05
4.8500000000000005,6.944202353855376e-05,5.278486407141166e-07,6.996987217926787e-05
4.86,7.310832246953503e-05,5.59061551603095e-07,7.366738402113813e-05
4.87,7.696049288345129e-05,5.920609450446031e-07,7.75525538284959e-05
4.88,8.100753789281345e-05,6.269454763583958e-07,8.163448336917185e-05
4.89,8.52588745251786e-05,6.638190367359076e-07,8.59226935619145e-05
4.9,8.972435162383337e-05,7.027910189640893e-07,9.042714264279746e-05
4.91,9.441426846730874e-05,7.439765959603233e-07,9.515824506326906e-05
4.92,9.93393941339912e-05,7.874970126999701e-07,0.00010012689114669117
4.93,0.00010451098763893178,8.334798921424701e-07,0.00010534446753107425
4.94,0.00010994081887082051,8.820595557874678e-07,0.00011082287842660797
4.95,0.00011564119035797834,9.333773595188562e-07,0.0001165745677174972
4.96,0.0001216249598931318,9.875820454220897e-07,0.0001226125419385539
4.97,0.00012790556404765742,1.0448301102884875e-06,0.0001289503941579459
4.98,0.00013449704260694444,1.105286191549949e-06,0.0001356023287984944
4.99,0.00014141406395950037,1.1691234714180163e-06,0.0001425831874309184
5.0,0.0001486719514734298,1.2365241000331714e-06,0.00014990847557346296
5.01,0.00015628671089492902,1.3076796384630291e-06,0.00015759439053339205
5.0200000000000005,0.0001642750588045077,1.382791522422487e-06,0.0001656578503269302
5.03,0.00017265445216770736,1.4620715476241944e-06,0.00017411652371533156
5.04,0.00018144311901820305,1.5457423777045842e-06,0.00018298886139590765
5.05,0.00019066009031228109,1.634038075708644e-06,0.00019229412838798972
5.0600000000000005,0.00020032523299485,1.727204660156207e-06,0.0002020524376550062
5.07,0.000210459284318313,1.8255006867533052e-06,0.0002122847850050663
5.08,0.00022108388745684213,1.929197856854677e-06,0.0002230130853136968
5.09,0.0002322216284597997,2.0385816538270587e-06,0.00023426021011362677
5.1000000000000005,0.00024389607458933656,2.153952008508667e-06,0.00024605002659784523
5.11,0.00025613181408845446,2.27562399500693e-06,0.0002584074380834614
5.12,0.0002689544974271524,2.4039285581256544e-06,0.00027135842598527806
5.13,0.0002823908800755821,2.5392132737625862e-06,0.0002849300933493447
5.14,0.0002964688668545273,2.6818431436709507e-06,0.0002991507099981983
5.15,0.0003112175579148945,2.8322014260322458e-06,0.0003140497593409267
5.16,0.0003266672963993275,2.9906905033432e-06,0.0003296579869026707
5.17,0.0003428497178405039,3.1577327891778126e-06,0.0003460074506296817
5.18,0.00035979780135212476,3.3337716754445657e-06,0.00036313157302756934
5.19,0.0003775459226701349,3.5192725218209313e-06,0.00038106519519195584
5.2,0.00039612990910320754,3.7147236891105997e-06,0.0003998446327923181
5.21,0.0004155870964531201,3.9206376183351515e-06,0.00041950773407145527
5.22,0.00043595638796716364,4.13755195743931e-06,0.00044009393992460296
5.23,0.00045727831538641445,4.366030737559593e-06,0.00046164434612397403
5.24,0.00047959510215525217,4.6066656008784376e-06,0.0004842017677561306
5.25,0.0005029507288592446,4.860077082161071e-06,0.0005078108059414057
5.26,0.0005273910009601304,5.126915946149187e-06,0.0005325179169062796
5.2700000000000005,0.0005529636188984081,5.40786458306588e-06,0.0005583714834814739
5.28,0.0005797182506357288,5.703638464567973e-06,0.0005854218891002968
5.29,0.0006077066067111116,6.014987662567676e-06,0.0006137215943736793
5.3,0.000636982517886709,6.342698433431952e-06,0.000643325216320141
5.3100000000000005,0.0006676020154607486,6.6875948701596364e-06,0.0006742896103309082
5.32,0.0006996234143270405,7.0505406252281136e-06,0.0007066739549522686
5.33,0.0007331073988623946,7.432440706899013e-06,0.0007405398395692936
5.34,0.0007681171117250456,7.834243351869634e-06,0.0007759513550769152
5.3500000000000005,0.0008047182456492323,8.25694197726004e-06,0.0008129751876264924
5.36,0.0008429791383228771,8.701577215030264e-06,0.0008516807155379074
5.37,0.0008829708704374098,9.169239032030707e-06,0.0008921401094694405
5.38,0.0009247673670005616,9.661068938999365e-06,0.000934428435939561
5.39,0.0009684455020051437,1.017826229193532e-05,0.000978623764297079
5.4,0.001014085206548676,1.0722070689395284e-05,0.0010248072772380712
5.41,0.0010617695805008394,1.129380446938156e-05,0.001073063384970221
5.42,0.001111585007817779,1.1894835309615529e-05,0.0011234798431273944
5.43,0.001163621275604267,1.2526598935117805e-05,0.0011761478745393847
5.44,0.00121797169702687,1.3190597937150504e-05,0.0012311622949640205
5.45,0.0012747332381833466,1.3888404707710752e-05,0.0012886216428910574
5.46,0.001334006649035584,1.4621664493907006e-05,0.001348628313529491
5.47,0.0013958965985154772,1.539209857669026e-05,0.0014112886970921675
5.48,0.0014605118139152942,1.6201507578562775e-05,0.0014767133214938569
5.49,0.001527965224676162,1.7051774905035782e-05,0.001545016999581198
5.5,0.0015983741106905477,1.7944870324766675e-05,0.0016163189810153144
5.51,0.0016718602552365071,1.8882853693461747e-05,0.001690743108929969
5.5200000000000005,0.0017485501026639199,1.9867878826798312e-05,0.0017684179814907181
5.53,0.001828574920954738,2.090219752778643e-05,0.0018494771184825243
5.54,0.0019120709692817736,2.1988163774164105e-05,0.0019340591330559377
5.55,0.0019991796706922793,2.3128238071595667e-05,0.002022307908763875
5.5600000000000005,0.0020900477900450483,2.4324991978626492e-05,0.0021143727820236748
5.57,0.002184827617331647,2.5581112809531577e-05,0.0022104087301411785
5.58,0.002283677156514692,2.689940852138889e-05,0.002310576565036081
5.59,0.00238676032001796,2.8282812791900073e-05,0.00241504313280986
5.6000000000000005,0.002494247129005362,2.9734390294686063e-05,0.002523981519300048
5.61,0.0026063139195878346,3.125734217898592e-05,0.0026375712617668205
5.62,0.0027231435550992607,3.285501176090154e-05,0.0027559985668601625
5.63,0.002844925644584431,3.453089043354147e-05,0.0028794565350179725
5.64,0.00297185676764422,3.628862380364061e-05,0.0030081453914478605
5.65,0.003104140705785027,3.8132018062456357e-05,0.003142272723847483
5.66,0.0032419886804213776,4.006504659897e-05,0.0032820537270203476
5.67,0.003385619597682789,4.20918568636626e-05,0.0034277114545464516
5.68,0.00353526030017731,4.4216777491368424e-05,0.003579477077668678
5.69,0.00369114582586662,4.644432569196011e-05,0.00373759015155858
5.7,0.003853519674208713,4.877921491786732e-05,0.0039022988891265803
5.71,0.004022634079726497,5.1226362817690897e-05,0.004073860442544187
5.72,0.004198750293161732,5.379089948543047e-05,0.004252541192647162
5.73,0.004382138870375812,5.6478176015116724e-05,0.004438617046390929
5.74,0.004573079969160131,5.929377337090567e-05,0.004632373742531037
5.75,0.004771863654120495,6.22435115829789e-05,0.004834107165703474
5.76,0.004978790209801209,6.53334592798655e-05,0.005044123669081075
5.7700000000000005,0.005194170462215996,6.856994356810103e-05,0.005262740405784097
5.78,0.005418326108954014,7.195956027042521e-05,0.00549028566922444
5.79,0.0056515900580307405,7.550918453402697e-05,0.005727099242564767
5.8,0.005894306775653986,7.922598182064151e-05,0.0059735327574746274
5.8100000000000005,0.006146832643076944,8.311741929062431e-05,0.006229950062367568
5.82,0.0064095363227106095,8.719127759343305e-05,0.0064967276003040425
5.83,0.006682799133669061,9.145566307728288e-05,0.006774254796746344
5.84,0.006967015436921434,9.591902043105043e-05,0.007062934457352485
5.8500000000000005,0.007262593030225259,0.00010059014577184926,0.007363183175997109
5.86,0.0075699535530161215,0.00010547820019202646,0.007675431753208148
5.87,0.007889532901429309,0.00011059272377968163,0.00800012562520899
5.88,0.0082217816536286,0.00011594365012714576,0.008337725303755745
5.89,0.008567165505618186,0.00012154132134222232,0.008688706826960409
5.9,0.008926165717713293,0.00012739650357734248,0.009053562221290636
5.91,0.009299279571844591,0.0001335204030921497,0.009432799974936741
5.92,0.009687020839871927,0.0001399246828654081,0.009826945522737334
5.93,0.010089920263081443,0.00014662147977247892,0.01023654174285392
5.94,0.010508526043040048,0.0001536234223450099,0.010662149465385058
5.95,0.010943404343980055,0.00016094364912984648,0.011104347993109902
5.96,0.01139513980688646,0.00016859582766457545,0.011563735634551035
5.97,0.011864336075456578,0.00017659417408748195,0.01204093024954406
5.98,0.012351616334102368,0.00018495347340011302,0.01253656980750248
5.99,0.012857623858162108,0.00019368910040102943,0.013051312958563138
6.0,0.013383022576488537,0.0002028170413097352,0.013585839617798271
6.01,0.013928497646575994,0.00021235391610016787,0.014140851562676162
6.0200000000000005,0.01449475604238913,0.000222317001563557,0.014717073043952686
6.03,0.015082527155051807,0.0002327242551208542,0.01531525141017266
6.04,0.015692563406553225,0.00024359433940537398,0.0159361577459586
6.05,0.016325640876624203,0.00025494664763666937,0.01658058752426087
6.0600000000000005,0.016982559942934388,0.0002668013298071177,0.017249361272741504
6.07,0.017664145934757125,0.0002791793197030964,0.01794332525446022
6.08,0.01837124980024571,0.00029210236278305883,0.01866335216302877
6.09,0.019104748787459762,0.0003055930449352324,0.019410341832394994
6.1000000000000005,0.019865547139277306,0.00031967482213811067,0.020185221961415416
6.11,0.020654576802322588,0.00033437205104730326,0.020988948853369892
6.12,0.021472798150036703,0.000349710020532784,0.021822508170569486
6.13,0.02232120072001021,0.0003657149841909476,0.022686915704201158
6.140000000000001,0.023200803965694277,0.00038241419385635607,0.023583218159550633
6.15,0.024112658022599365,0.00039983593413845726,0.024512493956737824
6.16,0.025057844489086076,0.00041800955800900966,0.025475854047095087
6.17,0.026037477221844248,0.0004369655234663294,0.026474442745310578
6.18,0.027052703146152077,0.0004567354313029384,0.027509438577455015
6.19,0.028104703080998685,0.0004773520640035937,0.02858205514500228
6.2,0.029194692579146028,0.0004988494258010725,0.0296935420049471
6.21,0.030323922782200422,0.0005212627839175669,0.03084518556611799
6.22,0.031493681290752154,0.0005446287110198522,0.03203831000177201
6.23,0.032705293049637534,0.0005689851289168882,0.03327427817855442
6.24,0.03396012124836548,0.0005943713535288462,0.034554492601894325
6.25,0.035259568236744546,0.0006208281411570053,0.03588039637790155
6.26,0.0366050764557335,0.0006483977360842756,0.03725347419181778
6.2700000000000005,0.03799812938353221,0.0006771239195365601,0.03867525330306877
6.28,0.03944025249691569,0.0007070520600354643,0.040147304556951154
6.29,0.04093301424780789,0.000738229165173324,0.041671243412981215
6.3,0.04247802705507514,0.0007707039348417426,0.043248730989916884
6.3100000000000005,0.044076948311513334,0.0008045268159453023,0.04488147512745864
6.32,0.04573148140598576,0.0008397500586323494,0.04657123146461811
6.33,0.047443376760662063,0.0008764277740751624,0.04831980453473723
6.34,0.04921443288328931,0.0009146159938320262,0.050129048877121336
6.3500000000000005,0.05104649743441866,0.0009543727308241024,0.05200087016524276
6.36,0.052941468309493575,0.0009957580419602454,0.05393722635145382
6.37,0.05490129473569587,0.0010388340924431991,0.05594012882813907
6.38,0.05692797838342526,0.0010836652217908029,0.058011643605216066
6.390000000000001,0.05902357449227867,0.0011303180116061524,0.06015389250388482
6.4,0.061190193011377306,0.001178861355130801,0.06236905436650811
6.41,0.06342999975387575,0.0012293665286153886,0.06465936628249114
6.42,0.06574521756546765,0.0012819072645421218,0.06702712483000978
6.43,0.06813812750668916,0.0013365598267338122,0.06947468733342296
6.44,0.07061107004880375,0.0013934030873842913,0.07200447313618805
6.45,0.0731664462830311,0.001452518606045052,0.07461896488907614
6.46,0.07580671914287103,0.0015139907106032243,0.07732070985347425
6.47,0.07853441463924686,0.0015779065802858617,0.08011232121953273
6.48,0.08135212310818092,0.001644356330725726,0.08299647943890665
6.49,0.08426250047069028,0.0017134331011236432,0.08597593357181392
6.5,0.08726826950457602,0.0017852331435426584,0.08905350264811868
6.51,0.09037222112775245,0.0018598559143689181,0.09223207704212137
6.5200000000000005,0.09357721569274813,0.0019374041679743922,0.09551461986072252
6.53,0.09688618429198467,0.002017984052616296,0.09890416834460097
6.54,0.10030213007342376,0.00210170520860801,0.10240383528203177
6.55,0.10382812956614103,0.002188680868796011,0.10601681043493703
6.5600000000000005,0.10746733401537367,0.0022790279613773,0.10974636197675097
6.57,0.11122297072655671,0.002372867215091324,0.11359583794164803
6.58,0.11509834441784846,0.0024703232668204737,0.11756866768466893
6.59,0.11909683858061168,0.0025715247716324215,0.1216683633522441
6.6000000000000005,0.1232219168473021,0.0026766045152977172,0.12589852136259982
6.61,0.12747712436618353,0.002785699529315208,0.13026282389549873
6.62,0.13186608918227424,0.002898951208477826,0.13476504039075207
6.63,0.13639252362389037,0.003016505431010361,0.13940902905490074
6.640000000000001,0.14106022569413862,0.0031385126813106567,0.14419873837544928
6.65,0.14587308046667471,0.003265128175324852,0.14913820864199956
6.66,0.15083506148503076,0.003396511988586878,0.15423157347361763
6.67,0.15595023216476914,0.0035328291869514247,0.15948306135172055
6.68,0.16122274719771232,0.0036742499600491423,0.16489699715776146
6.69,0.1666568539574583,0.003820949757491966,0.17047780371495028
6.7,0.17225689390536814,0.003973109427855462,0.17623000333322358
6.71,0.17802730399618788,0.004130915360464517,0.18215821935665238
6.72,0.18397261808242776,0.004294559630007341,0.18826717771243512
6.73,0.1900974683166082,0.004464240144002057,0.19456170846061027
6.74,0.1964065865504376,0.004640160793138855,0.20104674734357647
6.75,0.20290480572997682,0.004822531604519873,0.2077273373344967
6.76,0.2095970612857942,0.005011568897817215,0.2146086301836114
6.7700000000000005,0.21648839251710664,0.005207495444368868,0.2216958879614755
6.78,0.22358394396885428,0.00541054062923043,0.22899448459808472
6.79,0.23088896680064958,0.0056209406161997376,0.23650990741684932
6.8,0.23840882014648404,0.005838938515829206,0.24424775866231324
6.8100000000000005,0.2461489724640705,0.006064784556440106,0.25221375702051063
6.82,0.2541150028726526,0.006298736258150447,0.26041373913080307
6.83,0.26231260247810245,0.006541058609927506,0.26885366108802994
6.84,0.27074757568407004,0.006792024249673095,0.2775395999337431
6.8500000000000005,0.27942584148794525,0.007051913647348934,0.28647775513529417
6.86,0.28835343476034414,0.007321015291146727,0.29567445005149084
6.87,0.29753650750682537,0.007599625876706442,0.3051361333835318
6.88,0.306981330110474,0.007888050499383138,0.31486938060985714
6.890000000000001,0.3166942925540084,0.008186602849561598,0.32488089540356996
6.9,0.3266819056199925,0.008495605411015059,0.33517751103100757
6.91,0.33695080206774813,0.008815389662302667,0.3457661917300508
6.92,0.34750773778549376,0.009146296281197152,0.35665403406669094
6.93,0.35835959291623587,0.009488675352132412,0.3678482682683683
6.94,0.36951337295590386,0.009842886576657897,0.37935625953256175
6.95,0.38097620982218106,0.010209299486883731,0.39118550930906476
6.96,0.39275536289247787,0.010588293661898715,0.4033436565543766
6.97,0.40485822000944266,0.010980258947139174,0.4158384789565818
6.98,0.41729229845239657,0.011385595676685083,0.42867789412908164
6.99,0.43006524587304495,0.011804714898455734,0.4418699607715007
7.0,0.44318484119380075,0.012238038602275462,0.4554228797960762
7.01,0.45665899546701455,0.012685999950775153,0.4693449954177897
7.0200000000000005,0.47049575269339833,0.013149043513093567,0.4836447962064919
7.03,0.4847032905978953,0.013627625501337866,0.4983309160992332
7.04,0.4992899213612376,0.01412221400976075,0.5134121353709984
7.05,0.5142640923053939,0.014633289256606218,0.5288973815620002
7.0600000000000005,0.5296343865311024,0.01516134382857426,0.5447957303596767
7.07,0.5454095235056555,0.015706882927849428,0.5611164064335049
7.08,0.5615983595990969,0.016270424621636182,0.5778687842207331
7.09,0.5782098885669473,0.016852500094138054,0.5950623886610854
7.1000000000000005,0.5952532419775864,0.01745365390091525,0.6127068958785017
7.11,0.6127376895823693,0.01807444422555054,0.6308121338079198
7.12,0.6306726396265927,0.018715443138549625,0.6493880827651424
7.13,0.6490676390993364,0.019377236858396936,0.6684448759577334
7.140000000000001,0.6679323739202627,0.020060426014684822,0.6879927999349476
7.15,0.6872766690613978,0.02076562591322828,0.7080422949746261
7.16,0.7071104886019449,0.021493466803074734,0.7286039554050197
7.17,0.7274439357141218,0.02224459414531134,0.7496885298594331
7.18,0.7482872525780554,0.02301966888356969,0.771306921461625
7.19,0.7696508202237331,0.023819367716122423,0.7934701879398556
7.2,0.7915451582979969,0.02464438336946042,0.8161895416674573
7.21,0.8139809247546022,0.0254954248732367,0.8394763496278389
7.22,0.8369689154653023,0.026373217836454847,0.8633421333017571
7.23,0.8605200637499686,0.02727850472477817,0.8877985684747468
7.24,0.8846454398237231,0.02821204513882772,0.9128574849625508
7.25,0.9093562501591053,0.029174616093334944,0.9385308662524402
7.26,0.9346638367612283,0.03016701229700615,0.9648308490582345
7.2700000000000005,0.9605796763539596,0.03119004643295391,0.9917697227869134
7.28,0.9871153794751145,0.03224454943954255,1.019359928914657
7.29,1.0142826894787078,0.033331370791491656,1.0476140602701995
7.3,1.042093481442259,0.03445137878107363,1.0765448602233327
7.3100000000000005,1.0705597609772197,0.03560546079923767,1.1061652217764575
7.32,1.0996936629405587,0.03679452361648565,1.1364881865570444
7.33,1.1295074500456135,0.03801949366332164,1.167526943708935
7.34,1.1600135113702563,0.03928131731008752,1.1992948286803438
7.3500000000000005,1.1912243607605197,0.040580961145995464,1.2318053219065153
7.36,1.2231526351277988,0.041919412257158985,1.2650720473849577
7.37,1.2558110926378212,0.043297678503421325,1.2991087711412426
7.38,1.2892126107895303,0.044716788793770855,1.3339293995833013
7.390000000000001,1.3233701843821386,0.04617779336013004,1.3695479777422686
7.4,1.3582969233685633,0.04768176402929697,1.4059786873978604
7.41,1.3940060505935825,0.0492297944928141,1.4432358450863967
7.42,1.4305108994149691,0.05082300057453053,1.4813338999894996
7.43,1.4678249112060024,0.05246252049562049,1.5202874317016228
7.44,1.5059616327377472,0.054149515136814194,1.5601111478745613
7.45,1.5449347134395175,0.05588516829758905,1.6008198817371064
7.46,1.5847579025360818,0.057670686952068825,1.6424285894881507
7.47,1.6254450460600491,0.05950730150136508,1.6849523475614143
7.48,1.6670100837381079,0.061396266022094984,1.728406349760203
7.49,1.7094670457496957,0.06333885851080168,1.7728059042604973
7.5,1.752830049356854,0.06533638112399849,1.8181664304808525
7.51,1.7971132954039633,0.06739016041354963,1.8645034558175129
7.5200000000000005,1.8423310646862072,0.06950154755709895,1.9118326122433063
7.53,1.8884977141856187,0.07167191858324735,1.960169632768866
7.54,1.9356276731736966,0.07390267459118077,2.009530347764877
7.55,1.9837354391795312,0.07619524196443621,2.0599306811439675
7.5600000000000005,2.0328355738225854,0.07855107257849578,2.111386646401081
