[File Description]


[Configuration]
Instrument Name, Simulated HPLC Equipment Similar to a Shimadzu
15.69,328.2670772357176
15.705,323.29139243587616
15.719999999999999,328.3420203453735
15.735,326.9131457360626
15.75,327.34666969349917
15.764999999999999,325.3017705611655
15.78,319.37153013623055
15.795,328.885259732126
15.809999999999999,325.0705795508484
15.825,327.04925680600866
15.84,328.73984286423
15.854999999999999,326.8813320056493
15.87,328.81092611180645
15.885,328.1931156121544
15.899999999999999,327.4099485149603
15.915,331.04515791351616
15.93,326.44223413485906
15.945,326.3750708425012
15.959999999999999,326.8375975648463
15.975,326.01475807980114
15.99,322.757080566187
16.005,327.28946471828897
16.02,325.1354765269915
16.035,326.7580777855117
16.05,324.7376239701818
16.064999999999998,328.86942426812
16.08,326.1545140681694
16.095,330.649611244118
16.11,327.74371504080216
16.125,326.0456822506045
16.14,327.27489539161525
16.155,324.3752528019117
16.169999999999998,328.6352931004401
16.185,331.88530421980636
16.2,329.2213250547527
16.215,326.4056068327629
16.23,322.12346675628794
16.245,325.9080717167819
16.259999999999998,325.08542424849
16.275,326.70523004088454
16.29,324.5076834161261
16.305,326.3562654485083
16.32,327.06459317861356
16.335,322.01213440311585
16.349999999999998,326.43058870331345
16.365,323.19249113478816
16.38,326.08123189817815
16.395,326.97361149386757
16.41,324.00170827793437
16.425,325.29552409704957
16.439999999999998,325.66957890633387
16.455,326.4116051788182
16.47,323.6254833233534
16.485,321.668655144277
16.5,324.6026113505717
16.515,325.15810402711156
16.53,323.31724898490484
16.544999999999998,323.242616538314
16.56,321.41895915138247
16.575,322.5997100123466
16.59,325.7659187983162
16.605,320.9133694715638
16.62,322.8033746876889
16.634999999999998,320.8703171734537
16.65,322.97136831934506
16.665,321.2609730238577
16.68,322.3734230474913
16.695,319.8352301933386
16.71,318.62935614395184
16.724999999999998,322.39623675985524
16.74,322.04810620834974
16.755,324.16656719880234
16.77,321.2226114173237
16.785,320.95343228617185
16.8,322.9442111375565
16.814999999999998,321.1683280646405
16.83,320.9023976440694
16.845,317.58443278931827
16.86,322.3081689616305
16.875,323.11974606303306
16.89,318.6775200043614
16.905,321.77536083086466
16.919999999999998,321.0052065115507
16.935,316.6918658666875
16.95,323.5923244607353
16.965,318.2328292859611
16.98,317.9002701169543
16.995,320.3522232128579
17.009999999999998,318.8525332489463
17.025,316.61760417887876
17.04,319.30276056179645
17.055,321.78088649749907
17.07,321.3465848043715
17.085,321.0769026209132
17.099999999999998,320.08176499721276
17.115,318.75130490397464
17.13,317.26718575658094
17.145,319.5683493079398
17.16,318.83926485132105
17.175,316.7317622955179
17.189999999999998,318.2424493027703
17.205,320.8176809175849
17.22,317.2699812148858
17.235,318.3275047123333
17.25,321.39624580687445
17.265,316.92244567038847
17.28,315.65955009186587
17.294999999999998,318.3686583723986
17.31,316.85859154608943
17.325,317.83746127895836
17.34,318.4662656363091
17.355,314.38460222107483
17.37,317.4964392098756
17.384999999999998,315.19246172231874
17.4,317.43384789645967
17.415,317.105975427246
17.43,316.12536411049865
17.445,319.8909313788174
17.46,320.18475458530907
17.474999999999998,318.8496923584101
17.49,316.85526422573884
17.505,316.997972229165
17.52,319.76198832309467
17.535,316.1525535654466
17.55,318.2305897326615
17.564999999999998,319.9541419933142
17.58,318.9242546957203
17.595,318.07223105778746
17.61,316.0210348379218
17.625,314.43166129628287
17.64,317.31160653781615
17.654999999999998,316.2345982749457
17.669999999999998,319.1105934885265
17.685,318.4312607788675
17.7,315.8344045200569
17.715,318.07778377183877
17.73,314.6399306927738
17.745,311.4213226881319
17.759999999999998,312.7371450544748
17.775,317.5179875184893
17.79,316.0975003913444
17.805,315.93415618161526
17.82,316.816627810202
17.835,317.34375586273916
17.849999999999998,315.09391191228053
17.865,319.748157517103
17.88,320.7292159539067
17.895,319.8822974632377
17.91,317.3041296748463
17.925,314.78690479571713
17.939999999999998,316.27976636656126
17.955,314.61316739864617
17.97,316.43666989300914
17.985,320.0295315377021
18.0,318.5673952989525
18.015,318.6368945374167
18.029999999999998,317.9598176673659
18.044999999999998,320.8581300724803
18.06,315.8409640809547
18.075,320.8035149676509
18.09,320.1498152899145
18.105,316.9177029189116
18.12,320.98727229388993
18.134999999999998,322.05063111981855
18.15,321.6206301277018
18.165,323.7293343590633
18.18,323.7930979140388
18.195,323.8558345811804
18.21,324.5135145222533
18.224999999999998,324.48566798223857
18.24,326.8929497312894
18.255,324.4950015381278
18.27,322.8375092026075
18.285,326.1115169503571
18.3,326.2015604733599
18.314999999999998,328.3642586707882
18.33,325.30078130297846
18.345,326.8777830854823
18.36,328.75311495600226
18.375,332.0929104035386
18.39,331.1095866022607
18.404999999999998,332.5946637425992
18.419999999999998,330.33378599995615
18.435,331.6283214346635
18.45,334.61433915895
18.465,329.88601854704024
18.48,333.92376084916555
18.495,334.39504190529163
18.509999999999998,338.54184943866346
18.525,331.1784592481263
18.54,337.82090208596816
18.555,340.2783053050348
18.57,340.8621590257928
18.585,340.63295101235013
18.599999999999998,334.96266115891297
18.615,338.99486043388345
18.63,340.15389316357175
18.645,340.47543063628973
18.66,344.24080355222276
18.675,341.19114874068106
18.689999999999998,343.18030675344943
18.705,343.5063751150129
18.72,340.5093413751949
18.735,342.41639108566716
18.75,344.90217030902056
18.765,344.3259232265853
18.779999999999998,343.7293358944755
18.794999999999998,346.990261813496
18.81,347.4873407814496
18.825,345.076185792013
18.84,347.166327518193
18.855,343.47013470696993
18.87,347.2240430648802
18.884999999999998,348.16088517457206
18.9,347.3727045595166
18.915,350.4897945509159
18.93,341.4261148199646
18.945,344.1401844696617
18.96,347.291639231211
18.974999999999998,344.78093955539254
18.99,347.67629069778263
19.005,347.5632863047466
19.02,345.7013153588865
19.035,347.465910853647
19.05,346.3787888698231
19.064999999999998,345.8594305421489
19.08,343.57751674366466
19.095,345.4675061859341
19.11,345.13976914150214
19.125,345.76213899898437
19.14,339.83943637074515
19.154999999999998,341.5063413193785
19.169999999999998,344.2387667391398
19.185,344.91262363668113
19.2,341.7913884747725
19.215,340.6866196007634
19.23,340.9801006637177
19.245,341.4253882341869
19.259999999999998,341.6152109783299
19.275,342.53394603339973
19.29,341.01633496096485
19.305,340.5504832338111
19.32,338.4286335762647
19.335,339.0008258202076
19.349999999999998,337.8433327225568
19.365,338.617522530549
19.38,338.2793523938965
19.395,340.7958726634537
19.41,338.580767463884
19.425,341.7468785577083
19.439999999999998,340.41708433664166
19.455,335.6515721687414
19.47,337.9754700819778
19.485,342.61506006501986
19.5,340.2815375432888
19.515,337.28856011629296
19.529999999999998,342.0100940398771
19.544999999999998,340.0518225216689
19.56,337.437659708547
19.575,340.4794748358932
19.59,340.46438785324625
19.605,340.3026525822746
19.62,336.6106915147218
19.634999999999998,341.2023816213289
19.65,339.32751544214057
19.665,338.74493767972143
19.68,337.6981257338715
19.695,337.6638759002306
19.71,341.2488679478705
19.724999999999998,336.33709034293224
19.74,339.37762677657713
19.755,338.63556070883044
19.77,335.6346940718969
19.785,340.83248330759227
19.8,336.98014541101077
19.814999999999998,339.68256792241647
19.83,345.3982199787962
19.845,337.8616977723592
19.86,337.5359793057187
19.875,339.9582180345939
19.89,340.6816319976045
19.904999999999998,339.62854863890374
19.919999999999998,337.2229838893533
19.935,337.8761557194586
19.95,338.98346976566415
19.965,338.6873856929435
19.98,338.3320783036643
19.995,333.8396022039751
20.009999999999998,337.23036112744137
20.025,343.2523640153803
20.04,336.5931310843645
20.055,339.08959312113865
20.07,340.9298940707903
20.085,335.59279316231783
20.099999999999998,336.70500014147683
20.115,337.6955455775774
20.13,335.7115692732613
20.145,335.2289032685693
20.16,337.4091723303277
20.175,335.8781779478154
20.189999999999998,338.02612597565115
20.205,333.5995942839768
20.22,336.94862609040206
20.235,337.74911189586703
20.25,334.79347450171986
20.265,334.7312209904949
20.279999999999998,334.0548867391079
20.294999999999998,333.168765791359
20.31,334.96932864876135
20.325,335.6594627801769
20.34,334.7861881296044
20.355,334.34903779266847
20.37,331.5076533915726
20.384999999999998,333.20934160106293
20.4,334.2487967994982
20.415,331.7946072569789
20.43,333.7630587291196
20.445,333.73661398098795
20.46,332.8958846764601
20.474999999999998,329.13225926275754
20.49,335.45950510546703
20.505,333.67546002471386
20.52,332.49930204530517
20.535,333.8498078246114
20.55,328.12747011867657
20.564999999999998,330.4734972246928
20.58,331.529563426986
20.595,331.87499057068084
20.61,330.70639894385965
20.625,330.40790539853435
20.64,330.1446672039455
20.654999999999998,331.6679034460374
20.669999999999998,331.07761847899815
20.685,328.4438221584285
20.7,327.12416732300653
20.715,329.6069028923472
20.73,334.30093465218124
20.745,330.78752480428795
20.759999999999998,330.48767565487464
20.775,330.1743352937106
20.79,328.5639919418529
20.805,326.8265616612292
20.82,330.14422882727104
20.835,328.1462531838302
20.849999999999998,325.194914696881
20.865,329.23958583243245
20.88,332.0579929495258
20.895,330.22727104613534
20.91,326.7907729893243
20.925,324.37606765431167
20.939999999999998,328.81454821928946
20.955,330.1017885323717
20.97,329.019742454939
20.985,328.35489792647326
21.0,328.2654607934257
21.015,329.3701118670023
21.029999999999998,325.37215446899916
21.044999999999998,323.85758186258016
21.06,327.7907087619702
21.075,330.6142547192429
21.09,329.9370735066424
21.105,324.7902880118013
21.119999999999997,331.14129445446736
21.134999999999998,329.1856115200853
21.15,327.94797842919866
21.165,327.90749469022956
21.18,329.12725414753186
21.195,326.55780683645537
21.21,324.9365449985788
21.224999999999998,328.3253847685571
21.24,327.49606119217185
21.255,327.6873371028872
21.27,327.37932231529567
21.285,328.64139812619186
21.3,327.7598995082046
21.314999999999998,326.6730119567587
21.33,328.6233979691053
21.345,327.4442275967308
21.36,328.22840354609207
21.375,325.35792698589114
21.39,327.0489911273437
21.404999999999998,329.9137470253528
21.419999999999998,325.5646910117624
21.435,326.2045022540526
21.45,329.57379044895765
21.465,326.5175590403836
21.48,328.15500869302014
21.494999999999997,325.84036081496845
21.509999999999998,324.09321975197633
21.525,325.0185243164485
21.54,322.7345778350092
21.555,325.4191660436719
21.57,321.59411150539944
21.585,326.13336066433646
21.599999999999998,329.2446895309437
21.615,326.3432327350946
21.63,323.92283542792427
21.645,327.87699392062007
21.66,325.38247639861595
21.675,324.45791116634064
21.689999999999998,323.8162267521809
21.705,321.4994083275552
21.72,323.20420789478317
21.735,326.1771111024393
21.75,327.7722871673254
21.765,327.1135128081087
21.779999999999998,323.7131436192991
21.794999999999998,324.30052362280423
21.81,326.19220337826596
21.825,324.910260260516
21.84,324.3943732479743
21.855,323.3667804572024
21.869999999999997,322.57586989734256
21.884999999999998,324.80037290482187
21.9,325.83094032282565
21.915,324.6590098514972
21.93,324.82500385745243
21.945,324.59371967783136
21.96,322.7672613755003
21.974999999999998,323.2153418728558
21.99,326.3579309229532
22.005,323.92326322429716
22.02,322.75074503468
22.035,326.7844384527912
22.05,325.99217567883056
22.064999999999998,324.21839841098534
22.08,324.27474625994955
22.095,323.24809832754374
22.11,324.21541847990727
22.125,321.8246375125334
22.14,323.69943451295205
22.154999999999998,322.787636939506
22.169999999999998,325.18385955938834
22.185,321.5895483701449
22.2,324.065759064624
22.215,322.0983916566295
22.23,325.99232611967955
22.244999999999997,323.7987164064082
22.259999999999998,320.57371769631175
22.275,323.4178722355145
22.29,323.92214675082084
22.305,321.2151946989655
22.32,325.59428428208236
22.335,321.87408213447816
22.349999999999998,323.5665890838209
22.365,327.96323901222206
22.38,322.66803835593856
22.395,326.4482209621288
22.41,323.0003109543711
22.425,328.13884823265255
22.439999999999998,322.81312147853475
22.455,322.60556308911623
22.47,323.0481310103235
22.485,323.5846795636188
22.5,325.9388231350009
22.515,323.14936692983946
22.529999999999998,326.78272346612727
22.544999999999998,328.54315279051025
22.56,327.1876039580603
22.575,325.89867696194204
22.59,328.75837024812154
22.605,329.6325838537943
22.619999999999997,329.54182356806774
22.634999999999998,332.281638563509
22.65,333.766064858648
22.665,336.8254888741641
22.68,333.1944590783057
22.695,337.33208595965687
22.71,339.2634944806895
22.724999999999998,340.71123237456663
22.74,339.8003940031678
22.755,343.8566582958032
22.77,341.8499840027294
22.785,347.50931553648445
22.8,346.7184013403444
22.814999999999998,349.1530825376723
22.83,351.14016830619084
22.845,349.40285248164344
22.86,357.0229485735164
22.875,358.0246763773747
22.89,358.3429262114134
22.904999999999998,359.3249599835889
22.919999999999998,359.98182055864993
22.935,362.6453168618284
22.95,366.0004950316514
22.965,367.21004493494314
22.98,370.0703201702767
22.994999999999997,372.1281875811241
23.009999999999998,371.65690147883726
23.025,371.4242532686536
23.04,375.4502105814139
23.055,376.0171229244389
23.07,372.81992347158894
23.085,376.7953260801261
23.099999999999998,377.8026442053065
23.115,376.38069880683963
23.13,377.3973444196849
23.145,376.8702025355368
23.16,378.86888361365186
23.175,375.221164925457
23.189999999999998,376.8444490354014
23.205,376.58408141254563
23.22,373.0086101588238
23.235,379.1931892430926
23.25,379.12281845569595
23.265,379.9232104462145
23.279999999999998,376.08181433756556
23.294999999999998,376.1073139117508
23.31,380.0331740504001
23.325,378.9273385754206
23.34,379.23021960722656
23.355,379.5864865995415
23.369999999999997,380.12725675679195
23.384999999999998,386.2177774248719
23.4,387.0108140799305
23.415,393.3707692753894
23.43,391.90867774850693
23.445,391.745981638178
23.46,400.12646440800205
23.474999999999998,401.6604285263626
23.49,408.92075652569866
23.505,409.7028164019387
23.52,416.4513824959726
23.535,422.00475857904235
23.55,425.4435959493969
23.564999999999998,432.9669134837425
23.58,439.3223874396821
23.595,454.7519904727264
23.61,453.8246711289755
23.625,461.7530549577244
23.64,474.15082755026265
23.654999999999998,480.7644122614385
23.669999999999998,491.2047831520556
23.685,506.0162921401742
23.7,512.5405280568377
23.715,523.6435351966971
23.73,536.9739442091086
23.744999999999997,549.6736187299686
23.759999999999998,564.9231066644539
23.775,576.8831040399193
23.79,589.5928353422205
23.805,604.7694391121584
23.82,620.0399878528287
23.835,633.4583726112764
23.849999999999998,653.4366458454007
23.865,665.4197116283252
23.88,683.1261458811074
23.895,697.6512048771401
23.91,713.1582606420384
23.925,729.2724132144682
23.939999999999998,748.0466540134752
23.955,762.8279677700839
23.97,779.1049927014828
23.985,795.1359032274972
24.0,814.3911068001755
24.015,830.4786106122267
24.029999999999998,847.1963744851996
24.044999999999998,861.623747259634
24.06,879.6273591222714
24.075,895.1925876778739
24.09,912.5305557399602
24.105,928.576046160011
24.119999999999997,943.2266809084839
24.134999999999998,955.5377762814985
24.15,971.2568143561032
24.165,989.5467135277265
24.18,1001.0972234436126
24.195,1013.0644829819021
24.21,1024.9179781433622
24.224999999999998,1042.0006954239889
24.24,1056.021985836335
24.255,1066.9664266810528
24.27,1082.40687410438
24.285,1086.7998596031257
24.3,1101.7636454910692
24.314999999999998,1108.2032611459433
24.33,1117.3406202222081
24.345,1126.4557720644495
24.36,1135.144235059095
24.375,1141.6609204141894
24.39,1149.9816817881401
24.404999999999998,1156.3584798945049
24.419999999999998,1165.5660828428265
24.435,1169.4795298255613
24.45,1175.3074205565974
24.465,1176.9833919102703
24.48,1185.3893547528326
24.494999999999997,1188.665601629738
24.509999999999998,1194.273824186399
24.525,1193.9442877641866
24.54,1195.007567561521
24.555,1200.8265908450103
24.57,1204.0744167395803
24.585,1203.2482022165877
24.599999999999998,1206.9756500329852
24.615,1202.8828001386862
24.63,1207.0135696477355
24.645,1204.1067195200067
24.66,1208.2393083753946
24.675,1204.3285831008084
24.689999999999998,1208.3634966790669
24.705,1202.8650228850743
24.72,1204.2524235784297
24.735,1203.6107008923345
24.75,1200.4052260345509
24.765,1202.8703253735982
24.779999999999998,1200.5290037656823
24.794999999999998,1195.587129254445
24.81,1197.2892837141285
24.825,1194.3689480374642
24.84,1188.6101821267137
24.855,1192.4799446246225
24.869999999999997,1187.4599007060856
24.884999999999998,1183.9425909670294
24.9,1177.216482661203
24.915,1181.389910311297
24.93,1177.762094479066
24.945,1172.1469348169892
24.96,1171.5908321769116
24.974999999999998,1166.0839879078203
24.99,1162.5455208943795
25.005,1161.0503305649459
25.02,1153.6014137281636
25.035,1155.456370783181
25.05,1149.092629694549
25.064999999999998,1148.0750647697143
25.08,1144.937369649885
25.095,1139.4036152502842
25.11,1132.5727356358557
25.125,1132.198962117458
25.14,1129.2589993414947
25.154999999999998,1126.8942821666428
25.169999999999998,1118.0348429925334
25.185,1118.0813358099238
25.2,1114.719190649918
25.215,1106.1814238268012
25.23,1110.8305140856228
25.244999999999997,1103.7820937962933
25.259999999999998,1099.2094368607188
25.275,1094.0036622185282
25.29,1090.9646293881183
25.305,1088.0761176019178
25.32,1084.3550646337826
25.334999999999997,1082.5015934013225
25.349999999999998,1072.8070582497983
25.365,1072.4372060807746
25.38,1068.3503920872777
25.395,1061.866060695279
25.41,1065.8337226072022
25.425,1054.026633278268
25.439999999999998,1052.677347766305
25.455,1049.3216899946146
25.47,1049.4684759692925
25.485,1038.6581842693754
25.5,1039.1001372583992
25.515,1033.8770333850212
25.529999999999998,1033.8094183186868
25.544999999999998,1028.1017968280796
25.56,1031.3012389417506
25.575,1023.8041167810011
25.59,1016.2753268243117
25.605,1011.8228209161416
25.619999999999997,1013.3485457767774
25.634999999999998,1011.4088042640217
25.65,1007.1333299194831
25.665,1002.6799924183715
25.68,1003.5440761070936
25.695,998.9972906542943
25.709999999999997,993.4775517454066
25.724999999999998,990.5157156551986
25.74,990.0135542988658
25.755,985.6163777854051
25.77,980.7402741094234
25.785,981.9705912557796
25.8,978.455189804299
25.814999999999998,980.1210421792351
25.83,976.8039706260134
25.845,978.9465692680928
25.86,975.8675065596108
25.875,974.0192332110026
25.89,971.5198446633356
25.904999999999998,966.3484344845782
25.919999999999998,969.7862786032074
25.935,966.2095229347665
25.95,967.791016855251
25.965,967.442042380246
25.98,968.2801735581638
25.994999999999997,965.4945343397812
26.009999999999998,965.6887024382879
26.025,967.2480857743273
26.04,968.052690256647
26.055,970.6276126150858
26.07,973.8223396309426
26.084999999999997,973.8749660877629
26.099999999999998,976.6021023638082
26.115,980.4619870793119
26.13,977.3417729788359
26.145,987.5590310042153
26.16,985.5896048141135
26.175,991.6559197894031
26.189999999999998,997.4251739035952
26.205,1000.9366214758863
26.22,1001.3268054461944
26.235,1012.9098414208427
26.25,1011.9100108001142
26.265,1024.3128687003173
26.279999999999998,1029.9865726155558
26.294999999999998,1037.1652050559635
26.31,1045.963435575844
26.325,1053.8547204797383
26.34,1064.4753042437108
26.355,1073.473359815305
26.369999999999997,1080.381866235411
26.384999999999998,1093.10787813453
26.4,1099.6724535133628
26.415,1113.497565440388
26.43,1126.256744038937
26.445,1140.0472938820994
26.459999999999997,1151.0117182281185
26.474999999999998,1163.1021291564543
26.49,1179.6945498071807
26.505,1197.3274508460952
26.52,1213.4034208971975
26.535,1230.828140857794
26.55,1249.436122333013
26.564999999999998,1264.8232442353378
26.58,1285.255005955743
26.595,1305.953576956577
26.61,1331.0786443964016
26.625,1349.6917865400742
26.64,1370.6701929100245
26.654999999999998,1392.017158638693
26.669999999999998,1419.2126942768134
26.685,1443.114132814772
26.7,1470.694483863046
26.715,1493.5505522244907
26.73,1520.5661747922024
26.744999999999997,1551.8064684757996
26.759999999999998,1582.3410316551435
26.775,1612.642896898291
26.79,1643.7831444246106
26.805,1672.9507909447666
26.82,1706.038206242655
26.834999999999997,1739.154734254658
26.849999999999998,1771.4643240742332
26.865,1811.7794448699694
26.88,1847.3560750886727
26.895,1877.8815632399526
26.91,1917.6189269919548
26.925,1963.9129682898706
26.939999999999998,2002.263842406104
26.955,2041.332562851494
26.97,2079.403965283375
26.985,2122.1608048232824
27.0,2163.0881017343954
27.015,2207.9978568504525
27.029999999999998,2249.7454648636435
27.044999999999998,2300.0610275011886
27.06,2343.4802125488277
27.075,2389.8007800743435
27.09,2437.0321123237163
27.105,2481.6518256322356
27.119999999999997,2529.853029655836
27.134999999999998,2584.631589495227
27.15,2631.5665767448527
27.165,2676.4936761122012
27.18,2724.6385056158892
27.195,2775.2265551843425
27.209999999999997,2828.8532580444526
27.224999999999998,2881.5485060800925
27.24,2933.792041914168
27.255,2984.7971188986685
27.27,3031.513293912453
27.285,3086.3832392184404
27.3,3138.5113293905656
27.314999999999998,3190.0323584720536
27.33,3240.439308723036
27.345,3293.638383999541
27.36,3345.1217813545477
27.375,3391.093600651216
27.39,3440.347608735216
27.404999999999998,3491.2088992297554
27.419999999999998,3538.6928958689987
27.435,3589.3774051310556
27.45,3637.3592352634387
27.465,3681.869398879694
27.48,3725.0271144990743
27.494999999999997,3768.656195956309
27.509999999999998,3804.2842301089336
27.525,3847.009217842703
27.54,3884.578907738421
27.555,3914.582029473286
27.57,3943.818127549125
27.584999999999997,3974.4811896783567
27.599999999999998,3996.5792590450214
27.615,4017.808900932944
27.63,4033.260619486141
27.645,4045.637654194165
27.66,4052.3561268247145
27.675,4059.368079301532
27.689999999999998,4053.3966570136504
27.705,4044.2708310085195
27.72,4025.0723657050735
27.735,4005.7941803192143
27.75,3979.7692273155067
27.765,3948.2733192999112
27.779999999999998,3907.530908476209
27.794999999999998,3860.1076964996537
27.81,3804.3930009009055
27.825,3741.956284723553
27.84,3673.1375489067127
27.855,3602.350349796447
27.869999999999997,3519.655256339695
27.884999999999998,3437.42221618862
27.9,3341.509445141507
27.915,3247.172942543197
27.93,3142.4214635273242
27.945,3040.27041671086
27.959999999999997,2925.8638923693647
27.974999999999998,2809.526812943901
27.99,2697.8699359629527
28.005,2583.7393210577557
28.02,2464.828035941161
28.035,2347.4234638667303
28.05,2228.521199229038
28.064999999999998,2112.3468437967285
28.08,2000.2338975994066
28.095,1887.144054594553
28.11,1775.3288278711714
28.125,1670.936161014331
28.14,1566.1436609474936
28.154999999999998,1471.6563669057907
28.169999999999998,1374.9661750658793
28.185,1289.5661753422357
28.2,1198.6854613923133
28.215,1122.9572727091397
28.23,1049.5336013465471
28.244999999999997,981.0209152689126
28.259999999999998,918.2238875403381
28.275,860.5423375110294
28.29,801.7003083390746
28.305,754.4826052993278
28.32,711.2174244652062
28.334999999999997,670.778586029089
28.349999999999998,635.9798707454715
28.365,602.3525584968161
28.38,573.1561633504741
28.395,545.8940663327116
28.41,525.052127324231
28.425,504.51815839235627
28.439999999999998,488.7872216940913
28.455,473.70925189027514
28.47,458.59561761294435
28.485,449.29114958572103
28.5,437.92602755212476
28.515,431.4028747161051
28.529999999999998,422.6922712749958
28.544999999999998,412.1020618442961
28.56,410.2054091148482
28.575,403.9135674823815
28.59,401.9936304911057
28.605,391.6311858420815
28.619999999999997,389.86089770767023
28.634999999999998,391.34504166322336
28.65,388.1883735906695
28.665,388.24356099213475
28.68,383.28847881125625
28.695,380.82882551108185
28.709999999999997,381.44318939076584
28.724999999999998,376.23926224561
28.74,376.0475233591891
28.755,375.55489179290305
28.77,373.2280586581427
28.785,371.9779370804893
28.799999999999997,372.82071732326017
28.814999999999998,370.8693417299665
28.83,373.2853780871152
28.845,368.68520179162334
28.86,369.0580045677292
28.875,366.597513017211
28.89,364.4089807151674
28.904999999999998,364.440059216267
28.919999999999998,364.8757831934651
28.935,360.78495196654404
28.95,361.9598821621785
28.965,365.9715791449035
28.98,365.8401078558877
28.994999999999997,361.9351601816767
29.009999999999998,361.4909769833771
29.025,361.69644740208054
29.04,360.10337422987493
29.055,360.14245261060995
29.07,360.83362794182875
29.084999999999997,361.18709498256106
29.099999999999998,361.66839520209123
29.115,359.9446815294914
29.13,364.1819621691107
29.145,361.95633823337806
29.16,365.6864717064236
29.174999999999997,364.92376642500346
29.189999999999998,367.2406857007242
29.205,368.36829946498426
29.22,373.25668113555054
29.235,379.8607647879368
29.25,380.7283470701542
29.265,380.72464143544073
29.279999999999998,383.16161536288587
29.294999999999998,386.98942529920475
29.31,391.5046373278602
29.325,396.1108262476168
29.34,401.1639715812758
29.355,403.57369519680856
29.369999999999997,406.88474086404534
29.384999999999998,408.1437715064121
29.4,410.6293005770905
29.415,410.8925868430981
29.43,412.93854070779287
29.445,413.8278804693624
29.459999999999997,411.8364982609414
29.474999999999998,412.7913502639516
29.49,415.50094129872133
29.505,410.39913449819323
29.52,406.68702267706936
29.535,407.0359594519009
29.549999999999997,402.2808814065817
29.564999999999998,398.0461692250216
29.58,395.8544150764467
29.595,391.9128904523048
29.61,384.69928568173975
29.625,381.79664888887874
29.64,375.1317068496005
29.654999999999998,377.3613208365216
29.669999999999998,367.6694268116831
29.685,366.99285551966244
29.7,359.2980828842294
29.715,356.73418852754116
29.73,353.9695859749748
29.744999999999997,353.5984493925589
29.759999999999998,352.017949878325
29.775,346.6394624793249
29.79,348.0209667081293
29.805,340.7635142173216
29.82,339.5443207653582
29.834999999999997,340.4164483112499
29.849999999999998,341.58961762408694
29.865,335.17917551034895
29.88,340.70721846510503
29.895,334.40757499067536
29.91,334.8982676622335
29.924999999999997,334.2392484244359
29.939999999999998,332.3099351033884
29.955,334.20890859470177
29.97,332.17473298635355
29.985,330.6935815201404
30.0,332.2089781264923
30.015,331.5200437904798
30.029999999999998,331.80372136598487
30.044999999999998,329.81935150479114
30.06,327.29085110548573
30.075,332.10636699936515
30.09,329.32166424704633
30.105,326.3796583077768
30.119999999999997,329.54177790204716
30.134999999999998,324.1336890653781
30.15,326.8928946145432
30.165,325.3002627286187
30.18,328.66305040046984
30.195,323.37537454188305
30.209999999999997,322.9541939059876
30.224999999999998,321.1079341194429
30.24,323.2194376660076
30.255,323.51321617841256
30.27,324.67894088193714
30.285,319.0660428106937
30.299999999999997,316.6474259368538
30.314999999999998,318.7790403697104
30.33,322.8040508501091
30.345,322.0494056610547
30.36,317.1107143522588
30.375,319.3394500347547
30.39,317.38170293667343
30.404999999999998,320.41887622084784
30.419999999999998,316.332032300279
30.435,316.73619555632064
30.45,314.5301209362988
30.465,317.83343855083194
30.48,314.1605458693336
30.494999999999997,315.54296025416716
30.509999999999998,312.1039309925703
30.525,315.74040130583455
30.54,317.8549962519473
30.555,311.1120665740784
30.57,310.87787397942833
30.584999999999997,311.07489197200124
30.599999999999998,309.2616450696048
30.615,312.1008301042805
30.63,310.6319163615923
30.645,308.9600546855951
30.66,310.1235022309954
30.674999999999997,309.1583556412926
30.689999999999998,309.15990019957746
30.705,311.1708580512145
30.72,313.2768655891132
30.735,307.95851880742646
30.75,305.9087404696737
30.765,309.76413914514455
30.779999999999998,309.8590848803174
30.794999999999998,305.7967008746177
30.81,306.04722029259904
30.825,305.2394201885576
30.84,307.78730132026186
30.855,310.3665225011745
30.869999999999997,307.37117233396987
30.884999999999998,306.7917435396688
30.9,306.83482064719533
30.915,305.8030456676538
30.93,302.1970640621597
30.945,306.4388877503702
30.959999999999997,301.1195987325895
30.974999999999998,306.42893356873014
30.99,306.082742147314
31.005,306.06914413138395
31.02,306.0997065702186
31.035,304.4083332790444
31.049999999999997,307.8376211637292
31.064999999999998,303.9795573700243
31.08,306.12865780070064
31.095,297.2933890241678
31.11,301.3141814306471
31.125,306.16015201297023
31.14,300.5266629781926
31.154999999999998,301.7191606838485
31.169999999999998,305.07570934677585
31.185,306.5370041710995
31.2,304.84539268177383
31.215,307.24021364732926
31.23,303.5074766912037
31.244999999999997,304.63256382815223
31.259999999999998,302.0195141526285
31.275,303.45271174874836
31.29,303.0277618869145
31.305,304.71901621921995
31.32,304.70930505050956
31.334999999999997,301.4903805032371
31.349999999999998,301.11245686714716
31.365,302.8220920625977
31.38,298.92646948888006
31.395,300.6898179816792
31.41,300.2101299971337
31.424999999999997,301.07355535888416
31.439999999999998,301.95371922819436
31.455,302.67966393977497
31.47,305.1243774242399
31.485,301.238940725164
31.5,298.14439785273436
31.515,300.8471914695145
31.529999999999998,301.70289961849494
31.544999999999998,302.7967808999615
31.56,303.8386867652347
31.575,297.2134987964488
31.59,303.5293106189082
31.605,298.62185830138685
31.619999999999997,300.1419694026778
31.634999999999998,302.8597709503765
